# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 2
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
-509.532,0.999955,0.0654275,5,31,0,519.827,0.844388,0.76912,-0.97324,-0.240799,-0.668597,-0.464611,0.31901,-0.182753,0.163109,1.72038
-511.257,0.978979,0.0654275,4,31,0,514.176,0.766745,0.77027,-0.999865,-0.236645,-0.521448,-0.616055,0.346059,-0.217241,0.13751,1.69981
-514.977,0.904125,0.0654275,6,63,0,518.612,-0.694758,0.873142,-0.895869,-0.580144,-0.89437,-0.791301,0.258287,0.200132,0.3847,1.87996
-516.966,0.978275,0.0654275,5,31,0,520.988,-0.776372,0.952157,-0.732932,-0.877857,-0.791603,-0.759504,0.182856,0.271338,0.351992,1.89199
-517.027,0.976013,0.0654275,6,63,0,522.971,-0.816534,0.958263,-0.689496,-0.563732,-0.734676,-0.21759,0.0819538,0.292974,0.37416,1.79287
-514.404,0.979729,0.0654275,6,63,0,522.741,0.228873,0.682582,-0.943267,-0.134908,-0.123731,0.218514,0.413021,-0.0567312,0.215217,1.75873
-513.356,0.944121,0.0654275,5,31,0,516.974,0.19363,0.655646,-0.798541,-0.063905,-0.281909,0.0666987,0.375153,0.00274678,0.195446,1.74644
-511.851,0.94426,0.0654275,6,63,0,518.594,-0.193882,0.882796,-0.830163,-0.333318,-0.456333,-0.0980316,0.277365,-0.195486,0.253896,1.75225
-515.514,0.99494,0.0654275,6,63,0,520.208,-1.62167,0.941468,-0.615573,-0.397198,-0.710396,-0.0955545,0.342359,0.102283,0.401369,1.76118
-513.079,0.999314,0.0654275,6,63,0,521.924,1.2527,0.720244,-1.07621,-0.0599096,-0.473098,-0.412382,0.339271,-0.0710261,0.00632467,1.82499
-514.961,0.767304,0.0654275,6,63,0,521.528,1.92225,0.706598,-1.14147,-0.442376,-0.712598,-0.583252,0.391415,-0.316059,0.0284835,1.73848
-514.311,0.999775,0.0654275,6,63,0,523.173,1.36778,0.661062,-1.22187,-0.153496,-0.584488,-0.057201,0.287686,-0.260975,0.284437,1.89053
-511.777,0.995156,0.0654275,6,63,0,518.611,1.90952,0.757721,-1.03589,-0.294178,-0.538048,-0.687689,0.0696103,-0.319067,0.156082,1.80471
-512.93,0.999891,0.0654275,6,63,0,516.188,0.885199,0.79816,-1.40298,-1.01814,-1.25789,-1.23424,0.342397,0.0666806,0.316485,1.76757
-509.978,0.982795,0.0654275,5,31,0,514.234,1.19523,0.801635,-1.15227,-0.877936,-1.16676,-0.835345,0.213691,-0.0883284,0.251517,1.71489
-509.741,0.955399,0.0654275,6,63,0,512.368,0.916458,0.78558,-1.13462,-0.743641,-0.959158,-0.772118,0.210856,-0.0664538,0.323102,1.8523
-512.429,0.949989,0.0654275,6,63,0,514.636,2.22454,0.769345,-1.43302,-0.928867,-1.29592,-0.963187,0.030885,-0.122548,0.33958,1.75869
-512.492,0.998849,0.0654275,6,63,0,516.525,1.37027,0.838393,-1.60551,-0.600992,-0.805123,-0.628207,0.0848133,0.0244404,0.299626,1.8614
-511.146,0.982705,0.0654275,6,63,0,514.72,0.326887,0.772261,-0.634044,-0.482879,-0.666389,-0.377142,0.350639,-0.222405,0.224151,1.70485
-512.906,0.948103,0.0654275,6,63,0,518.304,1.25711,0.661656,-0.839703,-0.184275,-0.536342,-0.267021,0.162066,-0.157741,0.202091,1.86886
-514.526,0.852492,0.0654275,6,63,0,519.014,1.67436,0.843693,-1.48617,-0.711749,-0.571463,-0.621455,0.222349,-0.293686,0.225412,1.75488
-515.654,0.995952,0.0654275,6,63,0,520.719,0.795852,0.864492,-1.50679,-0.0846673,-0.744878,-0.246524,0.201411,0.164761,0.189011,1.8598
-513.202,0.890342,0.0654275,5,63,0,520.299,0.426016,0.805848,-1.22407,-0.275221,-0.368866,-0.309049,0.221227,0.242197,0.137553,1.8224
-511.092,0.999445,0.0654275,5,31,0,515.462,0.323098,0.811911,-1.11911,-0.155573,-0.447978,-0.510479,0.209192,0.196025,0.201224,1.74266
-512.105,0.983292,0.0654275,5,31,0,518.677,0.37637,0.843566,-1.2134,-0.104623,-0.568559,-0.294024,0.167549,0.191359,0.229396,1.71366
-512.335,0.998591,0.0654275,5,63,0,518.383,0.752911,0.864988,-1.46797,-0.858016,-0.980401,-0.670715,0.275277,0.0998571,0.242778,1.69144
-512.424,0.896318,0.0654275,6,63,0,516.116,1.58447,0.690274,-0.839216,-0.342799,-0.553705,-0.168276,0.0869249,-0.276199,0.259523,1.83214
-510.69,0.958615,0.0654275,6,63,0,516.114,1.00953,0.765418,-0.903419,-0.524588,-0.835281,-0.795131,0.14058,-0.144093,0.339217,1.74034
-510.161,0.980395,0.0654275,6,63,0,514.236,1.63133,0.752524,-1.25024,-0.384903,-0.710114,-0.260771,0.111166,-0.196349,0.266708,1.82685
-512.801,0.999813,0.0654275,6,63,0,514.806,0.859525,0.723537,-0.930994,-0.113827,-0.445107,-0.404328,0.464451,-0.31533,0.0614154,1.77589
-514.656,0.978731,0.0654275,6,63,0,519.02,2.45251,0.830394,-1.5843,-0.483836,-0.667074,-0.463221,-0.0300557,-0.25627,0.211218,1.83021
-514.593,0.999818,0.0654275,6,63,0,518.256,-0.1969,0.724749,-0.769143,-0.839521,-1.04667,-0.456665,0.469147,0.0676097,0.296649,1.74031
-514.079,0.824922,0.0654275,6,63,0,523.456,1.3422,0.788513,-0.828729,-0.369627,-0.511604,-0.688931,0.221314,-0.421807,0.0885308,1.73498
-515.36,0.991576,0.0654275,6,63,0,520.037,0.839703,0.764446,-1.20077,-0.800261,-0.884602,-0.909022,0.149801,0.34423,0.319898,1.81837
-516.559,0.93281,0.0654275,6,63,0,522.571,0.410446,0.720374,-1.19923,-0.829293,-0.931205,-0.667296,0.222508,0.410954,0.397709,1.832
-515.282,0.85483,0.0654275,6,63,0,527.373,1.792,0.847832,-1.22669,-0.822403,-0.835195,-0.687843,0.164439,-0.601835,0.28101,1.785
-513.29,0.991145,0.0654275,6,63,0,519.592,2.02919,0.772596,-1.32564,-0.628244,-1.1767,-0.817172,0.341878,-0.38576,0.111321,1.73552
-517.299,0.974222,0.0654275,6,63,0,522.854,0.119219,0.831922,-0.398058,-0.513543,-0.531704,-0.500074,0.049126,-0.093173,0.367465,1.92901
-512.051,0.914433,0.0654275,6,63,0,523.755,1.19499,0.70703,-0.946104,-0.550562,-0.96574,-0.496516,0.0680556,-0.0800667,0.385196,1.71564
-509.057,0.995212,0.0654275,5,63,0,515.148,1.42305,0.802642,-1.2456,-0.489361,-0.649213,-0.434223,0.218733,-0.233131,0.162094,1.75242
-510.84,0.964435,0.0654275,5,31,0,511.824,1.9285,0.779879,-1.17909,-0.502655,-0.710787,-0.417733,0.159869,-0.269914,0.11914,1.76041
-514.228,0.990188,0.0654275,6,63,0,518.502,-0.176071,0.877669,-0.880255,-0.16332,-0.796873,-0.629069,0.408774,-0.208078,0.202773,1.81123
-511.277,0.968443,0.0654275,6,63,0,517.282,0.408685,0.76803,-0.931444,-0.617798,-0.743884,-0.337182,0.246715,0.117657,0.239754,1.68228
-514.286,0.677317,0.0654275,6,63,0,520.211,1.9781,0.783397,-1.0925,-0.457082,-0.73173,-0.514789,0.0992037,-0.192312,0.111184,1.89915
-514.063,0.941306,0.0654275,6,63,0,520.654,-0.386748,0.819389,-1.02436,-0.518804,-0.783446,-0.585508,0.440687,-0.0209473,0.354751,1.68163
-509.511,1,0.0654275,5,31,0,516.007,0.884683,0.822184,-1.01574,-0.520984,-0.764681,-0.455906,0.305942,-0.129283,0.112782,1.79498
-510.43,0.986705,0.0654275,6,63,0,512.353,-0.161406,0.773941,-0.799277,-0.153012,-0.448513,0.101552,0.243725,0.00543634,0.308848,1.74056
-513.323,0.960214,0.0654275,5,63,0,517.649,0.527029,0.854646,-1.08412,-0.221764,-0.391649,-0.690042,0.18391,0.00218241,0.196076,1.90335
-514.934,0.749881,0.0654275,6,63,0,521.97,0.731933,0.838481,-1.20236,-0.0913893,-0.391217,-0.575592,0.171438,-0.0920783,0.181145,1.91166
-513.394,0.990493,0.0654275,5,63,0,519.493,0.498575,0.77757,-0.930027,-0.459551,-0.814951,-0.278403,0.33401,-0.014179,0.161122,1.62769
-517.299,0.957813,0.0654275,6,63,0,520.015,1.58596,0.74574,-1.2503,-0.0788358,-0.595546,0.00608726,0.108355,-0.182031,0.183496,1.98601
-512.537,0.859327,0.0654275,6,63,0,526.157,1.17992,0.744126,-1.15995,0.0307492,-0.250122,0.130152,0.164382,-0.19976,0.190116,1.67483
-514.247,0.981685,0.0654275,6,63,0,518.406,0.182165,0.747133,-0.900416,-0.270772,-0.360832,-0.622442,0.462034,-0.053062,0.147273,1.88193
-516.539,0.953802,0.0654275,5,31,0,520.221,0.158009,0.73803,-0.93573,-0.38841,-0.183901,-0.57535,0.460166,-0.0464759,0.144483,1.88353
-513.203,0.960474,0.0654275,5,31,0,519.196,0.982864,0.744194,-0.743113,-0.0676296,-0.655081,-0.224391,0.280075,-0.188402,0.0922331,1.83067
-510.524,0.992455,0.0654275,6,63,0,515.933,0.92634,0.767983,-1.08817,-0.509884,-0.765453,-0.405338,0.170004,0.109713,0.249488,1.72511
-510.207,0.997429,0.0654275,5,63,0,515.416,0.982728,0.751718,-1.18469,-0.458688,-0.662864,-0.380441,0.258086,-0.199434,0.268322,1.69816
-512.488,0.998544,0.0654275,5,31,0,514.375,0.490831,0.768791,-1.07716,-0.240926,-0.694001,-0.296219,0.357481,-0.269049,0.290241,1.67427
-511.366,0.99993,0.0654275,6,63,0,516.458,1.20769,0.815594,-1.25937,-0.61165,-1.05311,-0.701146,0.194509,-0.0197334,0.211046,1.89438
-510.758,0.999542,0.0654275,5,63,0,515.304,1.14755,0.836362,-1.01447,-0.811799,-0.888457,-0.674124,0.121234,-0.143704,0.26841,1.70388
-512.632,0.97348,0.0654275,6,63,0,516.883,1.26143,0.718191,-1.1135,-0.0791791,-0.630848,-0.282209,0.310994,-0.0379467,0.0600457,1.81859
-509.555,0.99961,0.0654275,5,63,0,515.733,1.01513,0.764238,-1.22448,-0.590321,-0.655378,-0.438132,0.220648,-0.156293,0.315905,1.7407
-517.856,0.901846,0.0654275,5,63,0,523.312,0.892496,0.663946,-1.11216,-0.97674,-1.20264,-0.494265,0.228933,-0.0711366,0.491795,1.75205
-511.135,0.9976,0.0654275,5,31,0,519.228,1.55528,0.76489,-1.33384,-0.584315,-0.999757,-0.934165,0.135784,-0.0195524,0.235119,1.83283
-509.516,0.98274,0.0654275,6,63,0,513.704,0.673365,0.818617,-1.06386,-0.650207,-0.79775,-0.329481,0.257092,-0.0166063,0.232208,1.76673
-510.207,0.992731,0.0654275,5,63,0,513.592,0.675163,0.78487,-1.29399,-0.463843,-0.587766,-0.307738,0.280368,-0.0231901,0.242113,1.84586
-516.077,0.997234,0.0654275,6,63,0,517.565,1.2406,0.845455,-0.947959,-0.344852,-0.727,-0.545037,0.236267,-0.332997,0.11466,1.97263
-514.372,0.809377,0.0654275,5,31,0,522.491,0.461817,0.746003,-1.06745,-0.636373,-0.728859,-0.611789,0.449312,-0.080794,0.155175,1.85159
-511.484,0.989948,0.0654275,6,63,0,515.994,1.03893,0.805923,-1.25739,-0.563115,-0.970138,-0.595681,0.310064,-0.067447,0.122052,1.78158
-512.648,0.999607,0.0654275,6,63,0,515.928,0.881153,0.729976,-0.921688,-0.647601,-0.760078,-0.795517,0.426899,-0.0645302,0.106283,1.80825
-511.914,0.999708,0.0654275,5,63,0,520.415,1.30205,0.738236,-1.28926,-0.348527,-0.544226,-0.768767,0.161393,0.103891,0.21953,1.74413
-511.33,0.972011,0.0654275,6,63,0,516.155,-0.110929,0.853156,-0.623451,-0.515787,-0.578276,-0.65632,0.266937,-0.0682074,0.210938,1.7566
-510.096,0.946379,0.0654275,6,63,0,515.611,0.77707,0.841025,-1.43539,-0.528135,-0.917943,-0.619382,0.317599,0.0129017,0.202108,1.80704
-510.187,0.997272,0.0654275,6,63,0,516.667,0.402836,0.777234,-0.724505,-0.149478,-0.581805,-0.40428,0.316223,-0.241438,0.179322,1.76861
-509.245,0.998982,0.0654275,6,63,0,511.1,0.138807,0.810986,-1.07725,-0.39692,-0.488965,-0.172637,0.341291,-0.0169966,0.228341,1.78472
-509.857,0.999654,0.0654275,5,63,0,514.72,0.531824,0.833848,-1.00669,-0.638673,-0.95444,-0.940189,0.324578,-0.0220955,0.184914,1.76543
-512.121,0.998866,0.0654275,6,63,0,515.141,1.55751,0.722716,-1.32795,-0.0891297,-0.486066,0.137236,0.244037,-0.326701,0.199593,1.80842
-514.477,0.878599,0.0654275,6,127,0,517.927,1.21706,0.724735,-1.09852,0.170592,-0.258706,-0.155911,0.235675,-0.368916,0.251407,1.73876
-512.679,0.969024,0.0654275,6,63,0,518.765,1.41964,0.700185,-1.02767,-0.276077,-0.606468,-0.183097,0.192885,-0.452925,0.289288,1.77945
-513.976,0.997362,0.0654275,6,63,0,517.484,1.39409,0.835219,-1.30983,-0.894214,-1.15606,-0.778164,0.143288,0.194702,0.175909,1.76298
-512.522,0.999583,0.0654275,5,63,0,519.699,0.895418,0.713303,-1.07038,-0.541129,-0.901736,-0.777974,0.408958,-0.263701,0.260702,1.83963
-512.809,0.999768,0.0654275,6,63,0,517.486,1.3332,0.701538,-1.28422,-0.6395,-0.823522,-0.965303,0.402058,-0.0494986,0.154763,1.82215
-512.28,0.998364,0.0654275,6,63,0,516.954,0.603933,0.857167,-0.927546,-0.164903,-0.365453,-0.552931,0.121246,-0.226104,0.281718,1.74545
-515.21,0.992241,0.0654275,6,63,0,518.401,-0.399715,0.764531,-0.952022,0.108786,-0.264973,0.580066,0.274707,0.138479,0.280739,1.86749
-513.938,0.962962,0.0654275,6,63,0,519.28,-0.678194,0.890054,-0.736042,-0.0880471,-0.304527,-0.5329,0.326029,0.00262455,0.194185,1.82783
-513.677,0.921686,0.0654275,5,31,0,519.051,-0.206045,0.811023,-0.673395,-0.144121,-0.506748,-0.682615,0.321407,0.045185,0.225319,1.84217
-511.05,0.998836,0.0654275,6,63,0,515.348,1.4155,0.76412,-1.32877,-0.269233,-0.648042,-0.100746,0.115494,-0.222027,0.300897,1.73476
-513.779,0.979285,0.0654275,5,31,0,515.312,2.21866,0.666617,-1.29185,-0.246132,-0.404593,-0.660558,0.119599,-0.088092,0.127219,1.79323
-514.344,0.98266,0.0654275,6,63,0,521.533,1.39397,0.762184,-1.57746,-0.0646341,-0.420872,0.019378,0.0813265,-0.0493066,0.312298,1.68812
-510.748,0.988106,0.0654275,5,31,0,517.015,1.03209,0.769541,-1.15323,-0.273708,-0.281864,-0.203837,0.179275,-0.214156,0.273087,1.72677
-510.768,0.994907,0.0654275,6,63,0,512.884,-0.0136541,0.794421,-0.881108,-0.334425,-0.410689,-0.428455,0.393075,0.00814027,0.14829,1.82677
-511.168,0.999414,0.0654275,6,95,0,516.407,1.31681,0.797562,-1.11621,-0.570584,-0.733356,-0.795389,0.0857885,-0.269387,0.359525,1.77082
-511.724,0.90868,0.0654275,6,63,0,514.33,1.25754,0.746258,-1.09096,-0.870973,-1.21858,-0.834895,0.322739,-0.127809,0.179089,1.79329
-511.294,0.999879,0.0654275,6,63,0,516.584,0.58598,0.838834,-1.20064,0.0711105,-0.266314,-0.259122,0.328246,-0.210541,0.140406,1.7836
-509.714,0.999226,0.0654275,6,63,0,514.749,1.35133,0.691211,-1.16593,-0.317107,-0.724543,-0.542313,0.291156,-0.175867,0.213312,1.76936
-515.655,0.914054,0.0654275,5,31,0,518.645,1.67674,0.747418,-1.06526,-0.270675,-0.480853,-0.210234,0.201842,-0.116538,-0.0309563,1.77879
-519.452,0.961468,0.0654275,6,63,0,521.965,1.54041,0.765371,-1.42244,-0.237298,-0.488974,-0.595644,0.450588,-0.602506,0.198555,1.86755
-513.07,0.904433,0.0654275,5,31,0,524.868,1.31412,0.823604,-1.50983,-0.561256,-0.971264,-0.56552,0.28241,-0.266117,0.218078,1.81954
-511.365,0.999189,0.0654275,6,63,0,514.894,1.1909,0.716758,-0.906768,-0.345976,-0.79294,-0.648919,0.180959,-0.0542521,0.167951,1.8117
-512.069,0.989721,0.0654275,6,63,0,515.799,1.17946,0.795686,-1.04529,-0.349051,-0.610101,-0.297145,0.308335,-0.537827,0.213078,1.80374
-514.29,0.992454,0.0654275,6,63,0,518.441,0.53255,0.667231,-1.00595,-0.46749,-0.724378,-0.571939,0.179126,0.300649,0.348909,1.8086
-510.306,0.999243,0.0654275,5,31,0,515.854,0.844745,0.718675,-1.00609,-0.31148,-0.783246,-0.331027,0.159838,-0.0768673,0.362755,1.80504
-512.376,0.810244,0.0654275,5,31,0,515.828,0.589791,0.748493,-1.01161,-0.518694,-0.557999,-0.399634,0.0718048,0.047319,0.412066,1.81436
-518.131,0.990601,0.0654275,5,31,0,522.918,0.434395,0.781272,-0.558075,-0.478826,-0.884197,-0.267508,-0.0352719,-0.202876,0.539389,1.7517
-510.987,0.899624,0.0654275,5,63,0,523.366,0.893475,0.795202,-0.846045,-0.470424,-0.608611,-0.673148,0.29701,-0.269637,0.112477,1.7732
-512.261,0.975618,0.0654275,5,63,0,516.873,1.10649,0.78551,-1.13837,-0.628685,-0.473453,-0.663869,0.2132,-0.152164,0.189924,1.82861
-515.003,0.998618,0.0654275,5,63,0,517.727,-0.0494669,0.80748,-0.516055,-0.0540502,-0.72637,-0.0530846,0.113457,-0.146851,0.355832,1.72508
-510.959,0.911075,0.0654275,5,31,0,519.081,0.392272,0.717224,-1.05881,-0.24604,-0.488089,-0.376723,0.271934,0.0580061,0.263552,1.79239
-509.991,0.999595,0.0654275,6,63,0,513.764,0.406926,0.84218,-1.15017,-0.506238,-0.816986,-0.435637,0.322293,-0.132978,0.269181,1.8534
-511.148,0.927201,0.0654275,6,63,0,515.116,1.25612,0.773452,-0.96404,-0.927329,-1.13376,-1.14156,0.146648,-0.0743127,0.293991,1.82215
-510.717,0.999061,0.0654275,6,63,0,513.141,1.41964,0.763966,-1.07919,-0.923423,-1.2089,-1.11963,0.256061,-0.0832693,0.194034,1.77251
-514.819,0.993534,0.0654275,5,31,0,516.291,1.53077,0.710917,-1.06794,-1.01656,-1.19519,-0.901321,0.266529,0.117642,0.130204,1.779
-517.743,0.806553,0.0654275,6,63,0,526.93,0.382313,0.930428,-1.05736,-0.713835,-0.68379,-0.133086,0.17706,-0.232193,0.253867,1.83041
-513.658,0.994041,0.0654275,6,63,0,520.996,0.794671,0.785748,-0.914968,-0.316837,-0.784697,-0.832769,0.261322,-0.217828,0.295475,1.82919
-513.995,0.987364,0.0654275,6,63,0,518.725,2.35023,0.721827,-1.73291,-0.318502,-0.813539,-0.748622,0.172322,-0.269851,0.190868,1.7631
-509.982,0.999608,0.0654275,6,63,0,516.749,1.84133,0.774189,-1.19131,-0.575292,-1.04867,-0.718804,0.154157,-0.228189,0.203083,1.80374
-511.359,0.992199,0.0654275,6,63,0,513.976,0.0725382,0.860492,-0.979201,-0.895215,-1.27062,-0.746968,0.292666,0.0885692,0.332044,1.73265
-509.662,0.961616,0.0654275,6,63,0,514.24,0.830133,0.762997,-0.910286,-0.303741,-0.592464,-0.146221,0.169461,-0.0582517,0.237796,1.80074
-510.747,0.979373,0.0654275,6,63,0,514.363,1.41128,0.725876,-1.14329,-0.183271,-0.485805,-0.31776,0.108745,-0.104643,0.226275,1.86551
-511.924,0.902625,0.0654275,6,63,0,515.756,1.92724,0.746982,-1.29808,-0.658836,-1.03159,-0.85505,0.214786,-0.341244,0.271796,1.68635
-511.418,0.9956,0.0654275,6,63,0,515.546,2.2073,0.730664,-1.25003,-0.607056,-0.903972,-0.908163,0.137317,-0.39906,0.264901,1.7374
-508.869,0.997231,0.0654275,5,63,0,515.809,0.533814,0.783597,-0.786029,-0.590348,-0.853287,-0.637943,0.207473,-0.0305394,0.279997,1.77255
-508.787,0.999805,0.0654275,6,63,0,510.001,0.526538,0.823642,-1.13888,-0.366557,-0.76383,-0.38861,0.258032,-0.125709,0.285071,1.78249
-509.297,0.863963,0.0654275,6,63,0,512.367,1.28423,0.732593,-1.14942,-0.713298,-0.854669,-0.673225,0.28815,-0.0884953,0.211469,1.7714
-512.143,0.997581,0.0654275,5,31,0,514.627,1.26916,0.783187,-0.927712,-0.355232,-0.754623,-0.734037,0.335812,-0.485624,0.151884,1.76568
-514.333,0.971381,0.0654275,5,63,0,520.137,2.27272,0.716403,-1.51589,-0.955164,-1.03755,-0.537903,0.245656,-0.362457,0.274717,1.84631
-514.329,0.999604,0.0654275,6,63,0,517.806,2.24386,0.705271,-1.41582,-0.996379,-1.02103,-0.514405,0.285047,-0.340266,0.20658,1.81447
-515.877,0.9985,0.0654275,6,127,0,520.642,1.49784,0.694508,-1.47869,-0.232437,-1.02618,-0.592664,0.434452,-0.21341,0.177627,1.75556
-512.236,0.982534,0.0654275,6,63,0,519.347,0.522761,0.847008,-0.860763,-0.608415,-1.07612,-0.850212,0.0866846,-0.0680428,0.387732,1.83911
-514.69,0.8279,0.0654275,7,127,0,520.472,2.23306,0.722473,-1.30408,-0.442272,-0.532161,-0.765478,0.0592053,-0.434509,0.255118,1.81822
-514.233,0.999687,0.0654275,6,63,0,519.048,2.04748,0.76667,-1.81959,-0.339617,-0.924926,-0.298488,0.283476,-0.13498,0.14066,1.80718
-512.755,0.996577,0.0654275,5,63,0,520.017,1.3622,0.713527,-0.985724,-0.72893,-0.560124,-0.354051,0.219666,-0.121341,0.195229,1.8092
-511.359,1,0.0654275,5,63,0,516.896,1.63889,0.706809,-0.940118,-0.472409,-0.721212,-0.303496,0.252325,-0.359252,0.148385,1.82797
-514.592,0.99844,0.0654275,6,63,0,516.987,1.74063,0.732843,-0.877539,-0.506195,-0.929837,-0.88934,0.328577,-0.333891,0.0212352,1.8527
-513.392,0.960022,0.0654275,6,63,0,519.064,1.82045,0.77077,-1.21505,-0.448907,-0.878902,-0.960612,0.292474,-0.210592,0.0115337,1.8121
-511.311,0.973549,0.0654275,6,63,0,516.858,0.759178,0.77509,-1.10671,-0.349028,-0.831757,-0.427766,0.0834176,-0.0410838,0.416188,1.74059
-512.499,0.973305,0.0654275,6,63,0,515.791,1.04315,0.829369,-1.12143,-0.132842,-0.464387,-0.297896,0.36878,-0.233737,-0.00655427,1.77472
-511.08,0.985922,0.0654275,6,63,0,515.906,0.779368,0.736267,-1.23484,-0.34353,-0.710901,-0.403366,0.330851,-0.0994828,0.257696,1.88468
-511.606,0.996698,0.0654275,6,63,0,513.664,0.747332,0.816376,-0.974245,-0.148339,-0.460591,-0.452396,0.282353,-0.158056,0.0927891,1.67602
-512.082,0.97227,0.0654275,6,63,0,516.388,1.75355,0.639632,-1.09458,-0.544946,-0.692447,-0.368274,0.196579,-0.227859,0.276891,1.81055
-515.161,0.786477,0.0654275,6,79,0,527.34,0.793462,0.917293,-1.27724,-0.957131,-0.994601,-0.821297,0.141852,0.0124989,0.235684,1.80216
-515.328,0.992975,0.0654275,5,31,0,520.099,1.08243,0.920807,-1.18015,-0.758922,-0.972257,-0.93528,0.050274,0.0851705,0.18127,1.73077
-509.698,0.999566,0.0654275,5,31,0,517.061,1.20441,0.824493,-1.13183,-0.714342,-0.813487,-0.828151,0.188695,-0.1316,0.199555,1.7239
