# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 7
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
-509.584,0.933861,0.0719415,5,31,0,513.71,1.11247,0.836186,-1.34089,-0.519842,-0.895288,-0.683371,0.272924,-0.153873,0.193999,1.72245
-512.25,0.997939,0.0719415,4,15,0,513.683,1.30141,0.860783,-1.41742,-0.735254,-1.04144,-0.43486,0.243432,-0.112758,0.180738,1.71323
-512.83,0.99232,0.0719415,6,63,0,517.962,1.33786,0.69819,-0.901547,-0.370711,-0.768951,-0.257732,0.296043,-0.215615,0.110791,1.87869
-515.289,0.983807,0.0719415,5,63,0,519.153,1.54508,0.664237,-0.825946,-0.586045,-0.761827,-0.161935,0.203423,-0.12876,0.13318,1.85175
-511.12,0.999959,0.0719415,5,63,0,519.278,1.24142,0.725394,-1.17475,-0.387309,-0.645774,-0.609585,0.386343,-0.0947056,0.0600084,1.77874
-509.893,0.985309,0.0719415,6,63,0,513.667,1.03792,0.771898,-0.990448,-0.586147,-0.909487,-0.807553,0.350341,-0.270625,0.203253,1.77546
-509.206,0.978148,0.0719415,6,63,0,515.325,1.63123,0.789624,-1.41478,-0.373229,-0.662966,-0.532386,0.145015,-0.12129,0.198942,1.7973
-509.163,0.997621,0.0719415,6,63,0,512.349,0.754605,0.769429,-0.967395,-0.581184,-0.818981,-0.666522,0.334493,-0.166624,0.217479,1.71762
-511.102,0.937275,0.0719415,5,31,0,513.348,-0.0991678,0.825642,-0.900725,-0.676647,-1.01658,-0.553183,0.38108,0.0819683,0.272498,1.70611
-511.201,0.723132,0.0719415,6,63,0,518.433,1.01853,0.824391,-1.14384,-0.791799,-0.947141,-0.751038,0.390684,-0.175396,0.152051,1.74793
-512.384,0.992849,0.0719415,6,63,0,515.554,1.15574,0.719352,-1.12546,0.0321029,-0.173909,0.292324,0.129089,-0.124906,0.20462,1.79993
-510.217,0.967962,0.0719415,6,63,0,516.361,1.61802,0.763456,-1.30998,-0.456302,-0.616087,-0.392112,0.305318,-0.222935,0.0791035,1.78313
-515.598,0.837842,0.0719415,5,63,0,520.817,1.39054,0.833687,-1.49891,-0.829545,-1.09592,-0.767834,0.492988,-0.19599,0.0226233,1.76116
-512.333,0.952032,0.0719415,5,31,0,517.52,1.32847,0.829756,-1.19761,-0.712974,-1.00238,-0.757967,0.372759,-0.239715,0.0480771,1.79243
-509.84,0.99996,0.0719415,5,63,0,514.082,0.527606,0.745749,-0.922403,-0.583924,-0.746311,-0.374019,0.232847,-0.0223775,0.346307,1.78164
-509.861,0.998434,0.0719415,6,63,0,512.252,0.149129,0.84975,-1.08357,-0.495669,-0.928457,-0.674322,0.337719,0.0241088,0.234529,1.80085
-512.211,0.949435,0.0719415,5,31,0,513.649,0.941977,0.854425,-0.864356,-0.598882,-0.652362,-0.523882,0.18939,-0.260728,0.206587,1.69019
-511.339,0.999804,0.0719415,5,63,0,514.472,1.21109,0.85308,-0.904398,-0.569472,-0.797221,-0.512738,0.114185,-0.315422,0.218122,1.72375
-511.224,0.982797,0.0719415,6,63,0,515.084,0.744495,0.747799,-1.29394,-0.688864,-1.00732,-0.553585,0.26379,0.178734,0.31218,1.84391
-513.463,0.984999,0.0719415,5,31,0,517.693,1.44828,0.705346,-1.12924,-0.584342,-0.874389,-0.667069,0.218261,-0.0590725,0.229349,1.95064
-511.251,0.942389,0.0719415,5,63,0,518.161,0.389671,0.740982,-0.781999,-0.359493,-0.587098,-0.0502861,0.279511,-0.10692,0.231278,1.86897
-510.589,0.989434,0.0719415,6,63,0,515.699,0.25612,0.825368,-0.577531,-0.524354,-0.77106,-0.530144,0.280969,-0.183182,0.226222,1.83047
-511.699,0.98841,0.0719415,6,63,0,514.733,1.48429,0.741024,-1.65661,-0.259956,-0.638063,-0.484483,0.157278,0.00361342,0.281142,1.80901
-511.246,0.957187,0.0719415,6,63,0,515.244,1.70285,0.797564,-1.36998,-0.816808,-0.950556,-0.651013,0.264056,-0.131124,0.159695,1.81345
-512.035,0.991595,0.0719415,6,63,0,517.26,1.03222,0.705287,-0.778968,-0.0463763,-0.498899,-0.349548,0.185496,-0.290905,0.217584,1.83601
-511.162,0.999264,0.0719415,5,63,0,515.918,1.98417,0.791389,-1.59849,-0.711328,-0.867321,-0.648487,0.25551,-0.190072,0.118517,1.76577
-512.093,0.998321,0.0719415,6,63,0,516.076,0.701812,0.71083,-0.783563,-0.0483927,-0.22438,0.240798,0.15109,-0.120597,0.230685,1.79573
-512.104,0.999598,0.0719415,6,63,0,515.098,0.0375921,0.855907,-1.17879,-0.157992,-0.577457,-0.616327,0.402032,-0.0122536,0.178948,1.83383
-512.936,0.995108,0.0719415,5,31,0,515.538,0.593587,0.82352,-0.93578,-0.421255,-0.537621,-0.153708,0.390763,-0.150635,0.0310098,1.72863
-509.721,0.931066,0.0719415,5,31,0,514.555,0.438826,0.834172,-0.905516,-0.350328,-0.638113,-0.436482,0.33857,-0.116089,0.132617,1.71988
-510.642,0.947539,0.0719415,5,31,0,513.117,0.609532,0.82872,-0.929359,-0.69898,-0.904568,-0.655302,0.366133,-0.0876301,0.125112,1.71249
-513.553,0.674796,0.0719415,6,63,0,518.676,0.830749,0.80399,-1.07729,-0.8772,-1.08186,-0.639381,0.112022,0.0929765,0.397213,1.87877
-509.114,0.928767,0.0719415,6,63,0,518.544,0.875693,0.783069,-0.947844,-0.45032,-0.597837,-0.53651,0.224097,-0.212856,0.244199,1.7091
-510.186,0.989018,0.0719415,5,63,0,511.983,1.51299,0.781736,-1.50705,-0.383242,-0.78283,-0.345527,0.222741,-0.0230153,0.15714,1.77565
-511.322,0.974879,0.0719415,6,63,0,514.514,0.896804,0.746176,-1.15315,0.122703,-0.214021,-0.342757,0.289695,-0.133053,0.134246,1.8233
-515.076,0.981385,0.0719415,6,63,0,519.415,1.37829,0.800395,-1.52295,-0.810096,-1.00802,-0.368227,0.464352,-0.202425,0.115193,1.75082
-515.858,0.957452,0.0719415,6,63,0,520.074,0.330383,0.873663,-0.884501,-0.689578,-0.925968,-0.191585,-0.000497127,-0.0330375,0.435449,1.84263
-513.668,0.998023,0.0719415,6,63,0,521.163,0.119723,0.797454,-0.814275,-0.517293,-0.725821,-0.279746,0.464021,0.0513979,0.0433999,1.76128
-512.881,0.979672,0.0719415,5,31,0,525.362,0.143553,0.777933,-0.729543,-0.288008,-0.757129,-0.42646,0.443208,0.0184571,0.066472,1.76372
-512.137,0.989787,0.0719415,6,63,0,516.233,1.12565,0.790962,-0.926265,-0.350378,-0.557809,-0.645098,0.00122519,0.00334421,0.266946,1.75952
-513.371,0.979476,0.0719415,6,63,0,518.432,1.43586,0.73635,-1.44343,-0.847157,-0.948733,-1.1682,0.394728,-0.0230969,0.165979,1.79701
-517.775,0.989444,0.0719415,6,63,0,522.792,-0.702099,0.929198,-0.43284,0.0452881,-0.0474664,-0.0488727,0.0893198,-0.146495,0.322774,1.78456
-519.05,0.953821,0.0719415,5,31,0,520.384,-0.687935,0.938964,-0.537098,0.14872,-0.0528034,-0.0127567,0.0769143,-0.177598,0.321484,1.77282
-515.094,0.999868,0.0719415,5,63,0,525.143,1.74685,0.604023,-1.43599,-0.176999,-0.547919,-0.288778,0.380953,-0.161893,0.12825,1.79911
-513.445,1,0.0719415,5,31,0,517.026,1.6106,0.637054,-1.38881,-0.203868,-0.581172,-0.276291,0.388233,-0.143565,0.150066,1.79927
-510.849,0.966267,0.0719415,5,31,0,517.111,1.60644,0.777368,-1.04057,-0.520344,-0.573751,-0.494892,0.126303,-0.186135,0.167906,1.7442
-510.283,0.815131,0.0719415,5,31,0,515.141,1.61609,0.756806,-1.36818,-0.353199,-0.712587,-0.66278,0.178041,-0.219197,0.21365,1.79159
-511.554,0.978843,0.0719415,6,63,0,513.585,1.34175,0.76234,-1.14606,-0.892664,-1.21358,-0.918515,0.160077,-0.13457,0.319473,1.74372
-509.106,0.999174,0.0719415,6,63,0,513.154,1.35821,0.812189,-1.34124,-0.341387,-0.663696,-0.411779,0.207789,-0.134481,0.168577,1.7967
-511.296,0.962214,0.0719415,6,63,0,513.795,-0.158067,0.726587,-0.792203,-0.291544,-0.572258,-0.180882,0.416699,-0.0375147,0.293107,1.77863
-511.999,0.996804,0.0719415,5,31,0,513.769,0.104327,0.754158,-1.05552,-0.34701,-0.608755,-0.123772,0.472008,-0.140112,0.271317,1.79023
-512.037,0.999218,0.0719415,6,63,0,514.739,0.172177,0.763466,-1.08527,-0.385078,-0.678847,-0.108873,0.463469,-0.197921,0.262634,1.79548
-511.641,0.999987,0.0719415,6,63,0,514.08,0.235079,0.740049,-1.10082,-0.282132,-0.609595,-0.290508,0.481334,-0.148923,0.226712,1.77359
-513.016,0.999754,0.0719415,5,63,0,518.72,0.0718465,0.700668,-0.565205,-0.642564,-0.898012,-0.38212,0.264652,-0.03127,0.400451,1.81786
-510.202,0.997417,0.0719415,5,31,0,514.862,0.764835,0.724301,-0.782535,-0.691474,-0.815687,-0.439356,0.207165,-0.0838116,0.310421,1.77742
-509.925,0.992304,0.0719415,5,63,0,512.933,0.446416,0.762012,-0.904214,-0.225711,-0.832356,-0.391586,0.247171,-0.0204049,0.256115,1.76345
-513.902,0.93636,0.0719415,5,31,0,518.445,0.231909,0.778502,-1.11411,-0.839721,-0.776069,-0.634931,0.386802,0.0211325,0.343537,1.87022
-512.624,0.946246,0.0719415,5,63,0,517.545,0.497842,0.802536,-1.26135,-0.486258,-1.13651,-0.689951,0.229685,0.0988209,0.390579,1.80467
-512.759,0.96155,0.0719415,5,63,0,519.652,0.6763,0.838745,-1.32061,-0.871693,-1.18486,-0.519158,0.217995,0.114129,0.366812,1.82072
-514.404,0.998767,0.0719415,6,63,0,516.87,1.1384,0.773957,-1.10804,-0.86147,-1.0568,-1.28393,0.23936,0.0250961,0.199866,1.89004
-511.592,0.998635,0.0719415,6,63,0,516.628,1.74863,0.731232,-1.39836,-0.766294,-1.12905,-0.494982,0.228993,-0.150078,0.259622,1.85481
-510.396,0.97973,0.0719415,5,63,0,516.637,0.750696,0.811972,-1.22505,-0.26113,-0.460348,-0.593369,0.330384,-0.0578995,0.107591,1.73924
-509.674,0.91478,0.0719415,6,63,0,512.344,0.580999,0.864667,-1.07881,-0.452765,-0.731706,-0.25579,0.275878,-0.194094,0.207055,1.78109
-511.231,0.886285,0.0719415,6,63,0,514.842,1.04116,0.806835,-1.28279,-0.345481,-0.796169,-0.7507,0.121617,0.100519,0.277354,1.80798
-510.94,0.933354,0.0719415,6,63,0,515.115,0.515577,0.800684,-0.859536,-0.420706,-0.576498,-0.606658,0.348407,-0.120705,0.0993963,1.83163
-511.898,0.956418,0.0719415,6,63,0,515.767,2.10227,0.741084,-1.15056,-0.416461,-0.762321,-0.576457,0.146148,-0.258927,0.140459,1.84289
-516.539,0.980159,0.0719415,5,31,0,518.778,2.13313,0.768979,-1.23904,-0.650764,-0.594442,-0.151854,0.137828,-0.428172,0.148575,1.90466
-515.812,0.969991,0.0719415,6,63,0,521.274,2.31773,0.741397,-1.23312,-0.52045,-0.69286,-0.8534,0.202253,-0.513733,0.116076,1.932
-511.704,0.992595,0.0719415,5,31,0,518.805,2.05391,0.780552,-1.32178,-0.551477,-0.838687,-0.772042,0.268323,-0.308168,0.0899267,1.8396
-511.259,0.95539,0.0719415,5,63,0,516.924,0.281557,0.787647,-0.994307,-0.418482,-0.732941,-0.286666,0.374933,-0.247257,0.293391,1.85558
-509.128,0.986835,0.0719415,5,31,0,513.457,0.877611,0.761053,-1.01422,-0.368159,-0.626362,-0.306454,0.181351,-0.212795,0.301615,1.77759
-511.572,0.996243,0.0719415,5,63,0,513.401,0.649882,0.791154,-1.30937,-0.138275,-0.401266,-0.358332,0.383646,0.0436169,0.0595889,1.78688
-511.802,0.962036,0.0719415,5,31,0,514.469,0.598153,0.782977,-1.18237,-0.18648,-0.284986,-0.436061,0.35591,0.0284801,0.0678135,1.76865
-510.223,0.999809,0.0719415,6,63,0,515.7,0.687021,0.747844,-0.846,-0.182597,-0.54262,-0.345622,0.131814,-0.0561721,0.308024,1.80839
-510.721,0.999588,0.0719415,6,63,0,514.189,0.620682,0.773228,-0.691003,-0.69337,-1.04584,-0.560412,0.165315,-0.0187954,0.288981,1.82325
-511.871,0.984295,0.0719415,6,63,0,513.922,2.27242,0.767896,-1.75398,-0.380365,-0.804778,-0.563371,0.244671,-0.292553,0.149337,1.74626
-510.163,0.999524,0.0719415,5,31,0,513.454,1.75121,0.784413,-1.34455,-0.707834,-0.761737,-0.792647,0.23203,-0.186367,0.142298,1.821
-511.854,0.994794,0.0719415,5,63,0,515.425,0.516744,0.808533,-0.848508,-0.297431,-0.804697,-0.113926,0.275874,-0.317366,0.278136,1.84327
-512.123,0.943753,0.0719415,6,95,0,516.183,1.52953,0.743811,-1.14191,-0.940919,-0.923183,-1.10403,0.190017,-0.0473687,0.219981,1.74314
-511.482,0.846991,0.0719415,5,31,0,514.483,1.30311,0.82641,-1.2869,-0.658042,-1.22691,-0.832248,0.201004,-0.0310668,0.254553,1.77444
-510.697,0.900325,0.0719415,6,63,0,515.334,0.9632,0.749132,-0.930328,-0.0424313,-0.609109,-0.190452,0.266804,-0.195462,0.125981,1.78755
-511.936,0.998039,0.0719415,5,31,0,516.53,1.40747,0.754724,-1.47231,-0.536943,-0.691325,-0.482453,0.375307,-0.251239,0.177228,1.68767
-512.723,0.819529,0.0719415,5,63,0,517.811,1.59879,0.712063,-1.33482,-0.546434,-0.671917,-0.125827,0.285263,-0.293355,0.193295,1.75595
-511.539,0.999932,0.0719415,5,63,0,517.385,1.09987,0.762604,-1.01978,-0.435597,-0.544467,-0.60636,0.343069,-0.192568,0.0552082,1.78962
-517.031,0.948626,0.0719415,6,63,0,520.205,0.263369,0.916045,-1.25174,-1.22077,-1.39015,-0.97402,0.243236,0.111842,0.443119,1.85053
-514.31,0.998692,0.0719415,6,127,0,522.931,1.77835,0.719562,-1.34938,0.152401,-0.162128,0.0383378,0.25919,-0.420231,0.131985,1.7185
-511.973,0.999018,0.0719415,6,63,0,518.639,-0.599452,0.887583,-0.629145,-0.687133,-0.874827,-0.500528,0.223178,0.21824,0.306521,1.78819
-511.912,0.991652,0.0719415,6,63,0,517.672,-0.576703,0.850762,-0.693349,-0.727979,-0.940833,-0.420998,0.28661,0.178079,0.329162,1.85196
-511.779,0.983266,0.0719415,6,63,0,518.057,2.16957,0.765887,-1.40417,-0.358502,-0.63259,-0.298366,0.128602,-0.358367,0.15661,1.71513
-513.614,0.998012,0.0719415,5,31,0,516.14,2.32185,0.784079,-1.34821,-0.20173,-0.7692,-0.50166,0.134264,-0.447689,0.107218,1.73021
-511.488,0.999431,0.0719415,5,31,0,517.288,1.98529,0.762153,-1.18146,-0.368113,-0.616973,-0.359095,0.133866,-0.234138,0.0868315,1.74344
-513.981,0.97987,0.0719415,5,63,0,520.055,1.0007,0.8808,-1.79798,-0.330682,-0.773902,-0.479338,0.331134,-0.0606483,0.184471,1.76134
-511.21,0.937182,0.0719415,5,31,0,516.071,1.21194,0.74969,-0.762078,-0.48339,-0.519225,-0.495574,0.113888,-0.176327,0.195822,1.81476
-510.944,0.988624,0.0719415,5,63,0,518.497,1.67302,0.766775,-1.11269,-0.186505,-0.600054,-0.233909,0.196685,-0.376435,0.117805,1.79493
-511.557,0.909473,0.0719415,5,63,0,515.81,1.52183,0.780514,-1.12213,-0.393783,-0.686324,-0.0404141,0.164161,-0.288424,0.170274,1.78052
-512.097,0.96718,0.0719415,4,31,0,516.764,1.71875,0.726649,-1.21291,-0.198387,-0.256144,-0.448383,0.199553,-0.403715,0.207153,1.77379
-512.286,0.961445,0.0719415,5,31,0,516.567,1.57881,0.738236,-1.10598,-0.00262543,-0.249239,-0.0178791,0.0313066,-0.290179,0.247969,1.77258
-513.786,0.983713,0.0719415,6,63,0,519.142,1.08583,0.648579,-0.815645,0.146419,-0.1728,0.0458758,0.142834,-0.0516757,0.177433,1.78537
-513.846,0.983549,0.0719415,5,31,0,516.96,0.699053,0.652859,-0.712004,0.0605942,-0.108949,-0.224337,0.239771,-0.100692,0.194049,1.75114
-510.759,0.998287,0.0719415,5,31,0,516.149,0.529238,0.763749,-0.962189,-0.0813551,-0.35191,0.239024,0.201367,-0.0883041,0.23897,1.81073
-512.158,0.986796,0.0719415,5,63,0,515.371,-0.218796,0.78298,-0.696485,-0.252418,-0.25773,0.287704,0.294064,-0.0687947,0.260516,1.80011
-511.974,0.998952,0.0719415,6,63,0,514.647,-0.341767,0.821889,-0.934844,0.0373131,-0.408858,-0.305689,0.231119,0.106887,0.320817,1.83058
-511.829,0.84126,0.0719415,5,63,0,518.072,1.20076,0.770054,-0.821315,-0.457152,-0.582271,-0.292953,0.140709,-0.232763,0.156145,1.7413
-511.418,0.999759,0.0719415,6,63,0,515.216,1.66983,0.678041,-1.23556,-0.265757,-0.654612,-0.413517,0.206967,-0.267737,0.273589,1.69949
-510.747,0.803532,0.0719415,5,63,0,517.489,1.43446,0.83266,-1.35933,-0.670747,-0.879158,-0.44139,0.237122,-0.203766,0.170023,1.83639
-513.706,0.981069,0.0719415,6,63,0,516.674,0.494146,0.710792,-0.759387,-0.84586,-1.02635,-0.237352,0.298672,-0.109532,0.361868,1.7663
-515.419,0.999946,0.0719415,6,63,0,521.641,1.07798,0.682986,-0.71812,-0.9311,-1.4008,-1.01687,0.166239,0.0850763,0.324342,1.78835
-519.135,0.99067,0.0719415,6,63,0,524.157,1.41554,0.936115,-1.63248,-0.917592,-1.01507,-1.20931,0.428196,-0.412381,0.124401,1.78027
-515.841,0.965846,0.0719415,5,31,0,524.274,1.22362,0.857517,-1.23567,-0.754047,-1.30106,-0.688758,0.44399,-0.302465,0.101589,1.74592
-513.183,1,0.0719415,5,31,0,518.458,1.00462,0.853438,-1.01864,-0.608631,-0.470099,-0.882413,0.190982,-0.205959,0.16886,1.84057
-511.976,0.982121,0.0719415,5,63,0,516.491,1.34316,0.872163,-1.3499,-0.223133,-0.642765,-0.356334,0.17491,-0.340032,0.201536,1.81133
-512.312,0.998601,0.0719415,5,63,0,515.755,1.48461,0.835533,-1.35017,-0.249824,-0.590196,-0.745712,0.168369,-0.36712,0.235983,1.7452
-511.913,0.975031,0.0719415,6,63,0,518.237,0.548431,0.885877,-1.06692,-0.193339,-0.650937,-0.601619,0.263278,-0.240591,0.187238,1.72381
-511.634,0.942885,0.0719415,5,63,0,517.391,1.24807,0.840383,-1.07308,-0.33182,-0.688755,-0.191306,0.230638,-0.262174,0.0932032,1.77739
-515.898,0.919072,0.0719415,6,63,0,523.733,-0.0859541,0.800241,-0.459743,-0.0256544,-0.516658,-0.517959,0.320692,-0.226954,0.22405,1.6745
-514.186,0.968989,0.0719415,6,63,0,520.041,2.03497,0.72843,-1.72993,-0.175032,-0.762805,-0.50813,0.222101,-0.153025,0.171682,1.90127
-521.105,0.972287,0.0719415,6,63,0,525.617,2.26065,0.811563,-0.932605,-0.339249,-0.14326,-0.412437,0.103396,-0.63841,0.0371952,1.878
-516.295,0.837441,0.0719415,5,31,0,525.802,1.84613,0.785204,-1.12516,0.0072479,-0.681243,-0.269268,0.111422,-0.273906,0.137277,1.85204
