# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_01_model
# start_datetime = 2023-03-29 00:39:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.data.json
# init = 2 (Default)
# random
#   seed = 4
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.output4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
-1469.44,0.969717,0.414124,3,7,0,1472.02,86.6241,7.35968,0.534148,-0.0851061,17.8571
-1466.25,1,0.414124,3,7,0,1469.68,87.5063,3.66828,0.551716,-0.540363,17.7881
-1466.24,0.995807,0.414124,3,7,0,1466.73,87.163,1.98285,0.563348,-0.49417,17.826
-1470.99,0.790254,0.414124,3,7,0,1472.6,87.2769,7.67735,0.463166,-0.582376,18.7507
-1466.8,0.987086,0.414124,3,7,0,1472.69,88.3063,3.52817,0.631999,-0.452689,18.3352
-1469.77,0.909832,0.414124,3,7,0,1471.16,88.4563,-1.94457,0.518423,-0.691279,18.015
-1475.38,0.875582,0.414124,3,7,0,1478.69,89.2511,1.66318,0.691273,-1.06482,17.4175
-1474.05,0.998559,0.414124,4,15,0,1480,86.6455,-5.59111,0.64435,-0.608463,19.0875
-1469.3,1,0.414124,3,7,0,1475.53,87.3856,0.632796,0.698548,-0.784076,17.8606
-1471.44,0.934762,0.414124,3,7,0,1472.75,89.0375,-4.27444,0.661474,-0.583703,18.0005
-1469.67,1,0.414124,3,7,0,1472.98,87.2978,-0.680026,0.663263,-0.842265,17.6063
-1468.24,0.996842,0.414124,3,15,0,1470.95,88.4107,4.59653,0.522872,-0.250179,17.908
-1467.39,0.990844,0.414124,3,7,0,1469.41,86.7778,2.97302,0.577576,-0.620507,18.4135
-1467.79,0.983768,0.414124,3,7,0,1469.61,87.6723,5.75651,0.562142,-0.191269,18.0482
-1468.56,0.959386,0.414124,4,15,0,1470.74,86.9131,5.70818,0.558151,-0.295444,16.903
-1466.63,0.946916,0.414124,4,15,0,1471.71,87.3115,1.87654,0.623422,-0.542166,18.5147
-1468.84,0.897032,0.414124,3,7,0,1471.72,88.3769,5.33419,0.455926,-0.396935,17.9604
-1467.96,0.994097,0.414124,3,7,0,1470.48,87.7315,6.83339,0.596936,-0.333029,18.5473
-1469.11,0.978206,0.414124,3,7,0,1470.27,87.5535,8.78694,0.541176,-0.41402,18.2163
-1467.55,1,0.414124,3,7,0,1469.99,86.7918,4.31411,0.519058,-0.386435,18.6676
-1470.36,0.934644,0.414124,3,7,0,1471.07,86.8728,5.7393,0.607501,-0.370832,19.6512
-1467.16,0.966544,0.414124,2,7,0,1475.26,88.0853,0.892628,0.630427,-0.589854,18.7194
-1467.27,0.986754,0.414124,3,15,0,1468.77,87.8514,5.35983,0.512648,-0.501924,17.5852
-1467.5,0.932478,0.414124,3,7,0,1469.33,87.9085,-0.798201,0.60316,-0.459493,18.1772
-1466.84,0.993443,0.414124,4,15,0,1469.04,87.1444,5.89885,0.550191,-0.326562,17.814
-1466.58,0.994287,0.414124,3,7,0,1467.36,86.9649,2.56118,0.567357,-0.409931,18.4084
-1466.84,0.934071,0.414124,3,7,0,1469.35,87.7632,5.61296,0.569497,-0.310919,18.0591
-1468.05,0.927635,0.414124,3,7,0,1469.38,87.9929,5.52946,0.589174,-0.205515,18.2808
-1469.49,0.950242,0.414124,3,7,0,1471.46,87.2577,6.88767,0.566763,-0.453628,16.8217
-1467.84,0.997887,0.414124,3,7,0,1471.53,87.2237,6.35791,0.492089,-0.441956,17.7703
-1467.32,0.988995,0.414124,4,15,0,1469.16,87.9178,1.1295,0.690054,-0.560977,18.0695
-1467.27,0.936815,0.414124,3,7,0,1470.97,87.4012,4.58155,0.562803,-0.329675,17.1466
-1466.66,0.986878,0.414124,3,15,0,1468.63,88.7301,2.77029,0.609933,-0.52406,18.0549
-1466.63,0.956689,0.414124,3,7,0,1469.01,87.3201,2.79008,0.56386,-0.596159,17.5235
-1466.78,0.995539,0.414124,3,7,0,1467.49,88.394,2.82945,0.585534,-0.420699,18.4495
-1467.64,0.983018,0.414124,3,15,0,1469.02,88.8336,0.672883,0.648415,-0.485476,18.2104
-1466.56,0.952993,0.414124,3,15,0,1469.91,87.3487,3.09147,0.620528,-0.356402,17.5587
-1466.9,0.989008,0.414124,3,15,0,1467.77,87.269,1.26161,0.651003,-0.621362,18.0699
-1469.19,0.863214,0.414124,3,7,0,1471.65,88.4561,1.86192,0.557479,-0.388333,19.2674
-1467.06,1,0.414124,3,7,0,1469.64,87.3383,2.17621,0.590975,-0.697502,17.9356
-1467.22,0.995577,0.414124,3,7,0,1467.74,87.5221,2.26278,0.620805,-0.278772,17.7994
-1466.64,0.973419,0.414124,2,7,0,1470.23,88.6431,1.27686,0.61723,-0.57614,17.8394
-1467.49,0.989975,0.414124,3,7,0,1467.85,88.4954,0.0644355,0.621662,-0.738364,18.3026
-1467.87,0.974199,0.414124,3,7,0,1468.69,88.4183,1.24387,0.625873,-0.783652,17.6305
-1466.88,1,0.414124,4,15,0,1468.74,87.2306,2.66653,0.574585,-0.31433,18.4055
-1466.98,1,0.414124,3,7,0,1467.64,86.83,2.84593,0.579767,-0.296671,18.2942
-1468.72,0.969983,0.414124,3,7,0,1470.22,87.9053,-0.53144,0.646167,-0.802219,17.3722
-1467.85,1,0.414124,3,7,0,1469.16,88.3419,-0.298133,0.665008,-0.742734,17.7925
-1466.6,0.933943,0.414124,3,7,0,1470.29,87.9717,0.85883,0.626562,-0.466646,18.2498
-1468.97,0.959574,0.414124,3,7,0,1469.79,87.6591,-1.20651,0.695767,-0.775496,18.0259
-1466.62,0.99217,0.414124,3,7,0,1470.2,88.404,2.38849,0.573654,-0.5817,18.4198
-1466.55,0.970925,0.414124,3,15,0,1468.07,87.8866,3.78748,0.629661,-0.380707,17.8351
-1469.8,0.802195,0.414124,2,3,0,1470.51,87.2497,7.44652,0.646978,-0.518591,17.8752
-1466.28,1,0.414124,2,3,0,1469.98,87.6335,3.14505,0.591558,-0.404052,17.4541
-1468.08,0.891546,0.414124,2,3,0,1468.31,88.0496,1.48801,0.550422,-0.355984,17.2207
-1467.73,1,0.414124,3,7,0,1468.9,87.2039,2.94827,0.618844,-0.711721,18.1513
-1466.85,0.963633,0.414124,3,7,0,1469.9,87.6536,5.93488,0.584106,-0.458664,17.7684
-1466.81,0.961392,0.414124,4,15,0,1469.78,87.3453,3.64172,0.585489,-0.58319,18.5031
-1467.46,0.987649,0.414124,3,7,0,1468.25,87.1881,3.69098,0.554603,-0.595473,18.7099
-1467.43,0.995562,0.414124,3,7,0,1468.4,87.835,3.8046,0.531061,-0.515231,18.8478
-1467.37,0.998874,0.414124,3,7,0,1468.42,87.109,4.22844,0.583538,-0.283749,17.2293
-1467.43,0.961948,0.414124,3,15,0,1469.94,88.3685,2.73611,0.667567,-0.55428,17.4974
-1471.49,0.875032,0.414124,3,7,0,1472.42,88.2518,4.34596,0.661212,-0.654685,16.5546
-1470.36,1,0.414124,2,3,0,1472,88.3452,3.44271,0.63639,-0.63558,16.5046
-1468.88,1,0.414124,3,7,0,1471.36,87.6968,-1.79478,0.59667,-0.585515,18.9203
-1467.19,0.999863,0.414124,3,7,0,1469.71,88.2482,5.60347,0.603472,-0.484751,18.2358
-1467.24,0.984988,0.414124,3,7,0,1469.43,86.4437,2.44469,0.54913,-0.483689,17.6324
-1467.58,0.954426,0.414124,3,7,0,1469.94,88.9745,2.62292,0.608119,-0.408861,17.727
-1472.32,0.794851,0.414124,2,3,0,1473.25,89.4623,2.02154,0.693209,-0.35368,17.0625
-1473.08,0.996029,0.414124,3,7,0,1477.57,87.3877,0.6078,0.482395,-0.944081,17.827
-1467.08,1,0.414124,3,7,0,1473.56,88.2794,2.93845,0.517807,-0.606219,17.8828
-1467.86,0.916066,0.414124,3,7,0,1470.15,88.3809,-1.37042,0.574778,-0.633345,17.8939
-1467.83,0.974745,0.414124,3,7,0,1471.02,88.376,3.96751,0.558486,-0.363185,18.8604
-1466.37,1,0.414124,3,7,0,1468.2,87.4917,3.67352,0.58282,-0.571881,17.6358
-1467.4,0.909721,0.414124,2,7,0,1469.31,87.4012,4.21482,0.599215,-0.663704,18.0484
-1466.65,0.996867,0.414124,3,11,0,1468.49,87.0528,4.90461,0.589982,-0.486561,17.7019
-1467.12,0.971497,0.414124,3,7,0,1468.55,87.279,1.98873,0.568623,-0.674129,18.302
-1466.64,0.998415,0.414124,3,15,0,1468.54,87.4796,4.35355,0.529153,-0.38736,17.5567
-1468.91,0.730259,0.414124,3,7,0,1472.68,88.9558,2.29107,0.61629,-0.283377,18.0408
-1469.04,0.991948,0.414124,3,7,0,1470.84,86.5496,1.68873,0.564799,-0.75352,18.0658
-1466.64,0.997103,0.414124,3,7,0,1469.69,87.2203,2.06688,0.619747,-0.614755,17.6764
-1466.44,0.987977,0.414124,3,7,0,1467.31,87.7622,2.4441,0.613497,-0.634418,18.1302
-1467.61,0.941931,0.414124,2,7,0,1468.79,86.5419,1.54496,0.570313,-0.608263,18.338
-1468.82,0.974061,0.414124,3,7,0,1469.57,88.4598,5.81979,0.585827,-0.231931,17.4529
-1470.98,0.922223,0.414124,3,7,0,1473.97,89.3419,5.86568,0.575171,-0.191807,17.8419
-1466.33,0.991711,0.414124,3,7,0,1472.38,87.9842,0.942657,0.61959,-0.495878,17.7763
-1466.78,0.934734,0.414124,3,7,0,1468.85,87.107,4.17349,0.531007,-0.440231,18.4297
-1468.14,0.958298,0.414124,4,15,0,1468.92,87.2104,3.12325,0.496053,-0.298883,18.4973
-1467.43,1,0.414124,3,7,0,1468.69,87.8047,6.13041,0.584132,-0.513857,17.5609
-1473.25,0.853639,0.414124,3,7,0,1476.32,85.6225,8.61836,0.61118,-0.160092,16.9952
-1470.98,0.916592,0.414124,3,7,0,1481.54,89.6662,0.736714,0.587838,-0.809619,19.2316
-1467.01,0.995772,0.414124,3,7,0,1472.13,86.583,4.18587,0.575672,-0.321797,17.5181
-1467.75,0.957906,0.414124,3,7,0,1469.5,87.7631,5.68535,0.515378,-0.307229,18.5917
-1467.27,0.964328,0.414124,3,7,0,1469.8,87.9584,1.25758,0.574887,-0.340029,17.7689
-1468.21,0.912424,0.414124,3,15,0,1472.47,87.0093,7.09069,0.616,-0.29231,18.2864
-1468.01,0.991044,0.414124,3,7,0,1469.99,85.9722,3.24504,0.539197,-0.392472,17.6587
-1469.81,0.88517,0.414124,3,7,0,1472.45,89.6061,-0.418649,0.625515,-0.489996,18.551
-1466.96,1,0.414124,3,7,0,1470.79,88.2909,2.14677,0.532484,-0.633152,17.8384
-1468.19,0.957747,0.414124,3,15,0,1469.93,86.4819,2.54352,0.504215,-0.421159,17.4884
-1468.4,0.913816,0.414124,3,7,0,1472.35,88.5705,3.87587,0.540221,-0.310612,17.2783
-1469.87,0.93187,0.414124,3,7,0,1471.12,86.5544,6.39,0.578878,-0.531157,19.1235
-1469.69,0.997728,0.414124,3,7,0,1471.02,87.6181,-0.386531,0.613676,-0.348777,16.9203
-1469.62,0.975882,0.414124,3,7,0,1476.19,87.4409,6.908,0.50387,-0.287062,19.2104
-1469.72,0.925974,0.414124,3,15,0,1474.86,86.7053,0.000376941,0.591337,-0.648436,16.8381
-1467.47,0.999612,0.414124,3,7,0,1470.59,87.5267,1.54464,0.665045,-0.556739,17.2261
-1466.28,0.999575,0.414124,3,7,0,1468.26,87.4524,3.3444,0.577088,-0.356339,17.6364
-1466.89,0.974869,0.414124,3,7,0,1467.49,87.5571,5.7818,0.556238,-0.300961,18.1068
-1467.64,0.975899,0.414124,3,7,0,1468.5,86.8744,5.88058,0.608346,-0.234877,18.1461
-1469.78,0.970168,0.414124,3,7,0,1470.67,87.0889,8.33499,0.515149,-0.125564,17.5929
-1469.62,0.997219,0.414124,3,7,0,1471.64,87.224,7.09953,0.519429,-0.128665,18.8148
-1468.63,0.990701,0.414124,3,7,0,1470.67,87.6879,6.78744,0.563425,-0.150878,18.2427
-1469.94,0.958633,0.414124,2,3,0,1470.16,87.927,6.98786,0.577982,-0.0922913,18.4725
-1467.99,1,0.414124,3,7,0,1470.7,85.9632,2.98568,0.564616,-0.501148,17.7173
-1469.34,0.745272,0.414124,3,7,0,1475.56,88.616,2.69637,0.548527,-0.208562,18.0458
-1471.24,0.972819,0.414124,3,7,0,1474.05,88.5732,4.42687,0.649179,-0.810764,19.0339
-1469.05,0.989214,0.414124,3,7,0,1472.61,87.1084,0.0741093,0.573254,-0.394354,16.9369
-1466.28,1,0.414124,2,3,0,1469.03,87.446,1.55086,0.588622,-0.488898,17.5081
-1467.1,0.945373,0.414124,3,7,0,1468.99,88.3691,3.06358,0.651002,-0.521855,17.4977
-1466.48,0.998199,0.414124,3,7,0,1467.67,87.0834,1.83652,0.56187,-0.450823,18.2274
-1468.22,0.924524,0.414124,3,7,0,1469.67,89.0562,1.61248,0.602106,-0.471964,18.7761
-1466.12,0.932649,0.414124,3,7,0,1470.48,87.8077,3.75447,0.574458,-0.540454,17.7486
-1466.22,0.993318,0.414124,3,7,0,1466.5,87.5237,1.32607,0.597016,-0.449781,18.0911
-1466.94,0.943361,0.414124,3,7,0,1468.64,87.0266,4.73087,0.617495,-0.412148,17.4527
-1466.97,0.968307,0.414124,3,7,0,1468.63,86.4411,4.40547,0.571682,-0.371711,18.2739
-1467.95,0.968574,0.414124,3,15,0,1469.3,89.0954,-0.295761,0.637774,-0.605102,17.7095
-1466.94,0.950483,0.414124,3,7,0,1470.17,87.222,-0.0141152,0.61077,-0.537821,17.5576
-1466.99,0.923488,0.414124,3,7,0,1470.29,87.3503,0.241915,0.663526,-0.525497,17.9873
-1468.45,0.939687,0.414124,3,7,0,1470.18,88.2274,-2.18334,0.612359,-0.629455,17.5012
-1468.82,0.982904,0.414124,3,15,0,1470.72,88.2306,7.09234,0.562235,-0.503955,18.7813
-1471.44,0.868699,0.414124,3,7,0,1475.29,87.0852,-0.264263,0.61847,-0.411727,16.3678
-1472.36,0.936638,0.414124,3,7,0,1476.7,89.7524,6.5098,0.529018,-0.759459,18.4779
-1473.07,0.977993,0.414124,3,7,0,1475.8,85.1482,-0.739614,0.688175,-0.280711,17.8467
-1472.11,0.978026,0.414124,3,7,0,1476.71,84.5546,2.74392,0.630979,-0.266348,18.1767
-1470.01,0.970187,0.414124,3,7,0,1475.79,89.4109,6.45414,0.590002,-0.522451,18.7013
-1472.47,0.970089,0.414124,3,7,0,1473.79,86.5729,-3.18874,0.628926,-0.612991,16.8208
-1467.8,1,0.414124,3,7,0,1473.53,87.4685,4.5632,0.58803,-0.547683,18.978
-1467.47,0.983381,0.414124,3,7,0,1469.45,87.2645,3.56754,0.591688,-0.554776,17.0185
-1468.96,0.965824,0.414124,3,15,0,1470.17,86.6908,1.00043,0.647709,-0.383774,19.113
-1469.68,0.989649,0.414124,3,7,0,1472.06,89.4233,2.59807,0.578261,-0.685627,16.978
-1469.73,0.999391,0.414124,3,7,0,1470.46,89.3855,2.15367,0.588266,-0.633057,16.8407
-1466.64,0.998267,0.414124,4,15,0,1470.42,87.9547,1.68168,0.574548,-0.676689,18.0242
-1472.13,0.855042,0.414124,3,7,0,1473.97,85.0734,-0.776758,0.609538,-0.39171,17.5972
-1470.43,1,0.414124,3,7,0,1473.47,85.1883,0.958548,0.571987,-0.499571,18.0314
-1468.96,1,0.414124,2,3,0,1470.78,85.5475,1.39515,0.591211,-0.460846,17.9484
-1468.95,0.999458,0.414124,4,15,0,1471.59,89.6937,2.74871,0.543159,-0.667604,17.9652
-1469.13,0.904817,0.414124,3,7,0,1472.46,87.4661,5.06408,0.639485,-0.70684,18.2467
-1469.14,0.986797,0.414124,3,7,0,1472.27,88.5692,-0.249556,0.566089,-0.777658,18.9355
-1469.55,0.942255,0.414124,3,7,0,1473.56,87.5309,2.80482,0.664372,-0.434528,16.6006
-1471.2,0.9265,0.414124,3,7,0,1474.99,87.1671,3.61807,0.451672,-0.444996,19.5198
-1469.54,1,0.414124,3,7,0,1472.55,87.6388,3.57358,0.49617,-0.257461,19.0902
-1469.77,0.994696,0.414124,3,7,0,1472.33,87.3162,1.39919,0.676647,-0.679437,16.8298
-1469.02,0.901634,0.414124,3,7,0,1475.45,87.3753,0.717061,0.487066,-0.482456,18.6924
-1466.31,0.989351,0.414124,2,7,0,1470.36,87.8326,1.69771,0.560148,-0.593296,17.8328
-1466.59,0.97025,0.414124,3,7,0,1467.6,87.6945,0.631058,0.56415,-0.580281,18.1135
-1467.31,0.973229,0.414124,3,15,0,1469.07,87.1244,6.66749,0.540208,-0.411236,17.8082
-1466.91,0.910759,0.414124,3,7,0,1471.4,86.6577,1.83013,0.637135,-0.41475,18.0294
-1467.42,0.989285,0.414124,3,15,0,1468.86,86.2096,4.57809,0.600784,-0.314881,17.8456
-1468.53,0.925571,0.414124,3,7,0,1471.58,86.9426,6.41811,0.496476,-0.480554,17.4488
-1466.98,0.999899,0.414124,3,7,0,1469.23,87.0159,3.10739,0.514697,-0.459247,17.6549
-1468.17,0.971168,0.414124,3,7,0,1469.37,88.9501,2.18715,0.642044,-0.625173,18.7868
-1473.94,0.866024,0.414124,3,7,0,1476.08,89.4234,3.56674,0.389932,-0.505123,18.8224
-1470.57,0.999865,0.414124,3,7,0,1478.94,87.9655,-0.0547576,0.463538,-0.744517,18.2232
-1468.38,1,0.414124,3,7,0,1471.84,88.3229,1.09438,0.707477,-0.651518,18.3792
-1469.05,0.979975,0.414124,3,7,0,1470.82,86.832,-1.51526,0.663404,-0.461154,18.6124
-1468.83,0.978817,0.414124,3,7,0,1471.58,89.1151,1.36345,0.590868,-0.719585,17.0949
-1470.58,0.927066,0.414124,4,15,0,1474.18,85.8135,4.93908,0.658972,-0.114238,17.8831
-1470.62,0.997744,0.414124,3,7,0,1471.66,85.7548,4.17925,0.668751,-0.1544,17.66
