# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_01_model
# start_datetime = 2023-03-29 00:39:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.data.json
# init = 2 (Default)
# random
#   seed = 5
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.output5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
-1466.76,0.970506,0.497473,3,7,0,1467.17,87.6621,4.06799,0.580064,-0.58789,18.4399
-1467.91,0.932078,0.497473,3,7,0,1469.41,87.1325,5.3088,0.520228,-0.577875,17.5558
-1468.84,0.922542,0.497473,3,7,0,1472.15,87.7628,4.11181,0.620158,-0.161149,18.5578
-1467.01,0.984989,0.497473,3,7,0,1470.08,87.8747,1.99833,0.566424,-0.66794,17.4192
-1466.85,0.926548,0.497473,3,7,0,1469.17,87.8336,0.0154131,0.652579,-0.584754,18.137
-1466.49,0.993585,0.497473,3,15,0,1467.59,87.717,4.73967,0.537795,-0.426887,17.6341
-1467.46,0.89799,0.497473,3,7,0,1469.03,87.7443,-0.799791,0.668584,-0.590604,17.7245
-1472.84,0.637479,0.497473,2,7,0,1476.08,86.6152,-1.20852,0.462618,-0.433146,18.9276
-1471.06,1,0.497473,2,3,0,1472.91,86.9461,-0.8242,0.48155,-0.466359,18.845
-1468.59,1,0.497473,3,7,0,1473.17,88.3446,3.82064,0.588793,-0.240252,17.2873
-1468.08,0.985023,0.497473,3,7,0,1471.15,88.1378,1.4566,0.648949,-0.485354,19.048
-1468.81,0.856434,0.497473,3,7,0,1473.12,88.448,-0.10607,0.574078,-0.597829,19.1659
-1469.34,0.991514,0.497473,3,7,0,1470.37,88.5799,-1.13767,0.547194,-0.643841,18.9249
-1468.05,0.999122,0.497473,3,7,0,1470.4,87.1566,5.67064,0.621286,-0.349788,17.1448
-1466.46,0.998882,0.497473,3,7,0,1468.87,87.5331,1.30613,0.582412,-0.429751,18.2629
-1470.47,0.825431,0.497473,2,3,0,1470.69,85.2975,3.57327,0.634441,-0.546599,18.1933
-1467.19,0.979087,0.497473,3,15,0,1472.38,86.8947,6.04062,0.538521,-0.303594,17.723
-1468.91,0.949291,0.497473,3,7,0,1470.58,88.6229,-1.27973,0.668007,-0.714062,17.273
-1468.58,0.813822,0.497473,3,7,0,1473.58,88.3607,2.7638,0.509604,-0.492238,19.0519
-1468.51,0.826871,0.497473,3,7,0,1473.84,87.2552,3.33553,0.541822,-0.753974,18.0555
-1467.58,0.974125,0.497473,3,7,0,1470.69,88.0147,0.926793,0.640259,-0.33892,18.1019
-1469.88,0.943499,0.497473,3,7,0,1470.6,86.9488,6.98856,0.505835,-0.582953,17.4032
-1466.69,1,0.497473,3,7,0,1469.98,87.1485,3.11923,0.584146,-0.299487,18.2037
-1469.18,0.802121,0.497473,3,7,0,1473.01,88.531,-1.23263,0.530917,-0.532602,17.6707
-1470.91,0.964936,0.497473,3,7,0,1471.97,86.9365,7.90566,0.650748,-0.45235,18.8765
-1468.09,1,0.497473,3,7,0,1472.01,87.2652,3.67602,0.63499,-0.549781,19.0226
-1468.24,0.981425,0.497473,3,7,0,1470.7,87.883,1.27548,0.536341,-0.46481,16.9697
-1466.88,1,0.497473,3,7,0,1469.38,87.5221,5.30582,0.605671,-0.499008,17.6368
-1466.77,0.925924,0.497473,3,7,0,1468.72,88.0324,1.60129,0.587877,-0.421129,18.4814
-1466.74,0.970026,0.497473,2,7,0,1468.36,88.0226,2.77214,0.586018,-0.36108,17.4777
-1467.33,0.967992,0.497473,3,7,0,1468.51,87.8037,1.61878,0.620365,-0.722573,17.515
-1467.05,1,0.497473,3,7,0,1467.77,87.838,3.96898,0.558162,-0.294034,18.4025
-1466.54,0.983651,0.497473,3,7,0,1468.13,87.1431,2.22129,0.586806,-0.444614,17.3482
-1466.9,0.935207,0.497473,3,7,0,1468.35,87.792,2.07466,0.549014,-0.647269,18.3601
-1466.57,0.991602,0.497473,3,7,0,1467.75,88.0175,3.80255,0.56561,-0.602899,17.6781
-1467.07,0.947757,0.497473,3,7,0,1469.13,87.166,4.30511,0.620386,-0.270371,18.1845
-1466.72,0.953177,0.497473,3,7,0,1470.16,88.5383,3.21319,0.557737,-0.420887,17.9518
-1467.36,0.939304,0.497473,3,7,0,1468.89,86.9648,4.53789,0.506069,-0.482355,18.3544
-1468.07,0.939795,0.497473,3,7,0,1470.18,86.0807,4.7933,0.618283,-0.299627,18.3708
-1468.33,0.959886,0.497473,3,7,0,1469.87,86.5167,4.39337,0.602695,-0.206244,18.6965
-1466.98,0.983055,0.497473,3,7,0,1470.21,88.7694,2.11893,0.582294,-0.669335,18.0182
-1469.7,0.91011,0.497473,3,7,0,1471.09,88.9605,3.42956,0.455067,-0.579766,18.3961
-1466.87,1,0.497473,3,7,0,1470.31,87.3707,3.96604,0.568273,-0.62392,18.1196
-1467.45,0.957849,0.497473,3,7,0,1469.64,87.2744,3.00156,0.558084,-0.272172,18.567
-1469.34,0.936927,0.497473,3,7,0,1470.32,87.647,3.63673,0.620968,-0.693519,16.8555
-1468.6,1,0.497473,3,7,0,1470.54,87.0068,4.98447,0.56438,-0.303009,19.2183
-1466.82,0.986591,0.497473,3,7,0,1470.13,87.5181,4.87809,0.529518,-0.374934,17.4866
-1468.45,0.972099,0.497473,3,7,0,1468.96,86.371,6.94542,0.5293,-0.234389,17.6335
-1466.51,0.9767,0.497473,3,7,0,1470.17,87.1527,3.32252,0.598642,-0.415099,18.5159
-1466.69,0.964754,0.497473,3,7,0,1467.69,87.6592,3.39909,0.58048,-0.613609,17.4716
-1467.56,0.945449,0.497473,3,7,0,1468.98,86.6175,5.82374,0.581157,-0.456268,18.3708
-1471.8,0.759279,0.497473,3,7,0,1476.35,86.2227,-0.915207,0.676981,-0.722991,17.0468
-1468.18,0.843718,0.497473,3,7,0,1477.77,88.1401,3.92172,0.670875,-0.344661,18.5074
-1469.28,0.947115,0.497473,3,7,0,1471.12,87.2688,0.695898,0.532366,-0.461964,19.2677
-1468.18,0.991574,0.497473,3,15,0,1471.29,88.317,1.25621,0.681335,-0.695486,17.4305
-1469.26,0.978545,0.497473,3,7,0,1470.71,86.9206,5.81043,0.471645,-0.194823,18.5647
-1467.22,0.987513,0.497473,3,7,0,1470.84,86.4822,3.91041,0.567358,-0.493167,18.4312
-1467.5,0.958263,0.497473,3,7,0,1469.48,86.5311,2.81722,0.528469,-0.550301,18.0447
-1466.39,0.992375,0.497473,3,7,0,1468.08,88.4892,2.36016,0.615479,-0.508166,17.8635
-1468.1,0.883391,0.497473,3,7,0,1469.22,86.9278,2.25566,0.548203,-0.216457,17.9666
-1466.73,0.998572,0.497473,3,7,0,1469.19,88.0392,2.78894,0.601939,-0.675357,18.0617
-1467.89,0.963177,0.497473,3,7,0,1468.68,87.8206,1.65565,0.582036,-0.39618,16.9362
-1469.98,0.959391,0.497473,3,7,0,1470.87,87.714,1.15362,0.703182,-0.696941,19.1854
-1473.5,0.866455,0.497473,3,7,0,1479.16,89.3534,-2.51809,0.772407,-0.596877,17.5227
-1471.39,1,0.497473,3,7,0,1474.92,85.9559,6.99161,0.438094,-0.457122,18.0273
-1472.08,0.969192,0.497473,3,7,0,1475.16,87.2552,9.34013,0.445172,-0.443567,17.3716
-1471.15,1,0.497473,2,3,0,1472.53,87.2876,8.88324,0.441866,-0.348064,17.4007
-1471.61,0.947865,0.497473,3,7,0,1474.47,86.4282,4.15472,0.438764,-0.186809,17.3498
-1468.09,0.985733,0.497473,2,3,0,1472.89,87.6507,7.17654,0.493374,-0.33689,18.1387
-1467.69,0.867464,0.497473,3,15,0,1473.31,87.012,0.765165,0.645653,-0.480778,17.1739
-1467.2,0.891477,0.497473,3,7,0,1470.31,87.8344,5.13802,0.565864,-0.580239,18.4321
-1466.59,0.996237,0.497473,3,7,0,1467.95,87.7811,4.74133,0.585171,-0.562022,18.0518
-1468.57,0.763011,0.497473,3,7,0,1473.13,88.7632,4.91598,0.592012,-0.434098,19.0044
-1467.1,0.999381,0.497473,3,7,0,1469.51,86.7298,3.25752,0.593727,-0.335018,18.5756
-1468.14,0.912878,0.497473,3,7,0,1469.2,87.7867,4.07519,0.556944,-0.709497,17.407
-1470.37,0.922447,0.497473,3,7,0,1473.99,87.02,5.29242,0.569733,-0.0791117,19.1162
-1467.7,0.994592,0.497473,3,7,0,1472.5,87.8546,1.13808,0.631912,-0.779551,17.9671
-1467.24,0.981384,0.497473,3,7,0,1468.93,87.768,0.130271,0.66042,-0.680614,18.1117
-1467.22,0.953784,0.497473,3,7,0,1469.31,88.3775,4.665,0.509342,-0.490263,17.8347
-1466.97,0.968879,0.497473,3,7,0,1469.9,86.599,2.56453,0.609743,-0.334104,18.183
-1466.44,0.955837,0.497473,2,7,0,1469.35,88.413,3.42741,0.572907,-0.576766,18.0508
-1467.17,0.953497,0.497473,3,7,0,1468.12,87.3317,5.24519,0.64275,-0.39014,17.9163
-1466.29,0.975243,0.497473,3,7,0,1468.29,87.1331,3.98802,0.608236,-0.440971,17.6827
-1466.75,0.913062,0.497473,3,7,0,1468.9,87.4035,3.11477,0.533133,-0.579078,18.2511
-1468.93,0.970757,0.497473,3,7,0,1469.4,89.1778,0.248974,0.651491,-0.628746,17.159
-1466.25,0.979563,0.497473,3,7,0,1470.1,87.9729,1.90142,0.588907,-0.628456,17.8803
-1466.2,0.973767,0.497473,3,7,0,1467.16,88.0041,2.29359,0.593068,-0.430877,17.6821
-1466.42,0.999722,0.497473,3,7,0,1466.64,87.8146,1.78025,0.627595,-0.633564,17.9432
-1466.53,0.989168,0.497473,3,7,0,1467.07,87.9656,1.84193,0.62316,-0.418738,18.2787
-1466.87,0.960477,0.497473,2,7,0,1469.04,87.5652,6.19879,0.549831,-0.384179,17.7926
-1466.9,0.972476,0.497473,3,7,0,1468.82,87.3513,0.454765,0.619072,-0.517114,17.3756
-1467,0.865974,0.497473,3,7,0,1470.21,86.9035,1.91797,0.56129,-0.591919,17.5844
-1467.86,0.965012,0.497473,3,7,0,1469.9,87.5063,-0.428384,0.685469,-0.587876,17.5458
-1468.62,0.957402,0.497473,3,15,0,1470.88,86.3593,1.43636,0.646883,-0.31683,18.6958
-1470.42,0.931983,0.497473,2,3,0,1470.73,86.1108,0.385247,0.66939,-0.271226,18.8338
-1467.58,0.98006,0.497473,2,7,0,1472.65,88.8536,0.356451,0.639262,-0.700096,17.6983
-1468.27,0.839048,0.497473,3,7,0,1473.87,87.1051,6.14854,0.473911,-0.287409,17.8198
-1467.06,0.941958,0.497473,3,7,0,1469.96,86.6885,3.52445,0.621343,-0.477296,18.473
-1467.29,0.970361,0.497473,3,7,0,1468.53,87.7464,3.4927,0.524266,-0.424791,17.1846
-1466.93,0.948652,0.497473,3,7,0,1469.26,87.8539,4.15397,0.602251,-0.573347,18.5454
-1468.31,0.946198,0.497473,3,7,0,1469.54,87.7681,4.06645,0.631528,-0.574049,19.0793
-1469,0.946392,0.497473,3,7,0,1471.37,87.9064,1.44012,0.610431,-0.436456,16.5984
-1467.78,0.984514,0.497473,2,3,0,1469.52,88.0212,0.939031,0.623739,-0.479685,16.9651
-1468.16,0.981647,0.497473,3,7,0,1469.96,88.1127,1.29105,0.606519,-0.769343,18.752
-1466.37,1,0.497473,2,3,0,1468.4,87.8126,1.86117,0.57386,-0.61907,18.2099
-1467.13,0.960678,0.497473,3,7,0,1468.42,86.4128,2.65536,0.552275,-0.466695,18.2276
-1467.65,0.9829,0.497473,3,7,0,1468.78,86.1468,2.82285,0.615789,-0.467349,17.5521
-1467.97,0.996847,0.497473,3,7,0,1468.56,86.0887,1.7277,0.595017,-0.478501,17.4534
-1470.63,0.924156,0.497473,3,7,0,1471.22,90.3428,3.83706,0.596216,-0.570924,18.1336
-1466.97,0.995253,0.497473,3,7,0,1471.4,87.3853,-0.0322809,0.640014,-0.573404,17.5848
-1466.36,0.999272,0.497473,3,7,0,1467.42,88.1714,4.36456,0.553244,-0.458355,17.8685
-1466.81,0.902139,0.497473,3,7,0,1470.01,86.6239,1.33874,0.594298,-0.446639,18.0498
-1467.15,0.973519,0.497473,3,7,0,1467.99,88.4162,4.8296,0.57078,-0.514177,17.3867
-1469.56,0.884067,0.497473,3,7,0,1471.62,87.4006,-3.06253,0.61449,-0.761451,17.8039
-1474.08,0.784349,0.497473,2,3,0,1474.72,87.162,-2.8356,0.641667,-1.03105,17.4799
-1471.39,1,0.497473,3,15,0,1474.87,88.8062,5.38592,0.603302,-0.145969,19.0555
-1471.54,1,0.497473,3,7,0,1475.46,88.8421,8.53595,0.457601,-0.508725,18.4463
-1470.29,1,0.497473,3,7,0,1473.98,85.8976,-0.788001,0.676516,-0.641916,18.0085
-1469.42,1,0.497473,2,3,0,1470.79,86.1235,0.138426,0.656463,-0.677046,17.9297
-1470.09,0.933137,0.497473,3,7,0,1473.02,89.2902,0.73357,0.512726,-0.433405,17.6164
-1469.85,0.994767,0.497473,3,7,0,1472.04,86.549,6.83387,0.620004,-0.439626,19.0418
-1468.57,1,0.497473,3,7,0,1472.13,88.9915,-1.07114,0.569044,-0.554901,18.0399
-1466.7,0.991219,0.497473,2,3,0,1468.79,88.3894,2.15989,0.613125,-0.66881,17.9777
-1466.16,0.950488,0.497473,3,7,0,1468.51,87.155,2.30058,0.574143,-0.440632,17.7338
-1466.09,0.99,0.497473,3,7,0,1466.51,87.784,4.14577,0.584601,-0.449925,17.6926
-1467.76,0.936734,0.497473,3,7,0,1468.38,89.0625,0.650013,0.588144,-0.712357,18.2823
-1466.03,0.956468,0.497473,3,7,0,1468.81,87.4062,3.07234,0.588565,-0.388512,17.9205
-1466.3,0.918701,0.497473,3,7,0,1468.31,87.9553,1.79288,0.557927,-0.534338,18.1959
-1467.01,0.827125,0.497473,3,7,0,1469.49,87.2458,4.92274,0.620055,-0.537107,17.8988
-1466.96,0.985149,0.497473,3,7,0,1468.46,86.8904,3.66313,0.593087,-0.591776,17.7554
-1466.89,0.9843,0.497473,3,7,0,1468.46,87.8299,3.25813,0.591114,-0.28538,17.8233
-1471.19,0.793666,0.497473,2,7,0,1472.54,88.7247,4.78245,0.536057,-0.233135,16.7741
-1469.78,0.998052,0.497473,3,7,0,1474.18,86.9792,5.02055,0.455868,-0.547069,17.3111
-1468.57,0.99138,0.497473,3,7,0,1472.07,87.9828,8.04819,0.549298,-0.306254,17.7214
-1467.99,1,0.497473,3,7,0,1469.69,86.8441,-1.10244,0.622353,-0.638962,17.8641
-1467.15,0.990718,0.497473,3,7,0,1469.71,88.091,4.18181,0.514542,-0.588089,17.8293
-1466.41,0.976862,0.497473,3,7,0,1468.29,87.2676,4.12768,0.552032,-0.37028,18.2796
-1467.01,0.876314,0.497473,3,7,0,1468.38,87.3408,5.84308,0.579537,-0.449492,18.4074
-1468.39,0.882073,0.497473,3,7,0,1471.17,87.6482,-0.459343,0.648337,-0.651881,17.0337
-1470.03,0.917522,0.497473,3,7,0,1471.8,88.1319,5.66351,0.472567,-0.323186,19.1823
-1467.24,0.987194,0.497473,3,7,0,1471.43,87.6816,0.990537,0.666524,-0.665647,17.7526
-1467.9,0.92749,0.497473,3,7,0,1469.55,87.1327,-0.711411,0.642977,-0.704085,17.8547
-1469,0.928973,0.497473,3,7,0,1471.83,87.9875,4.45542,0.66506,-0.251068,17.403
-1467.68,0.988511,0.497473,3,7,0,1470.93,87.4625,7.40632,0.542225,-0.314106,18.0318
-1468.08,0.836657,0.497473,3,11,0,1471.91,87.5662,3.09984,0.595532,-0.769154,18.1015
-1468.82,0.987379,0.497473,3,7,0,1469.22,88.6204,0.661642,0.622312,-0.311479,18.3507
-1469.82,0.920754,0.497473,3,7,0,1472.72,88.1068,4.35622,0.667082,-0.772645,18.116
-1467.72,0.976056,0.497473,3,7,0,1472.24,86.3578,5.66875,0.529663,-0.264403,18.0412
-1467.42,0.946407,0.497473,2,7,0,1469.1,87.1683,6.41285,0.561968,-0.490973,18.1752
-1466.46,0.98193,0.497473,3,7,0,1468.96,87.5915,3.14577,0.606929,-0.605344,17.6503
-1466.35,0.984336,0.497473,2,7,0,1467.6,87.809,1.63396,0.634241,-0.58981,17.7008
-1468.58,0.896216,0.497473,3,7,0,1469.15,86.5406,1.96828,0.666775,-0.546851,17.2019
-1467.75,1,0.497473,3,7,0,1470.41,86.9701,3.22774,0.578658,-0.247733,18.6822
-1467.79,0.980379,0.497473,3,7,0,1469.49,86.6363,6.38878,0.577046,-0.421445,18.433
-1468.79,0.922856,0.497473,2,7,0,1469.79,86.5798,6.57927,0.60755,-0.522636,18.2672
-1466.97,0.993919,0.497473,3,7,0,1470.08,88.7526,0.781947,0.615431,-0.561846,17.6862
-1467.99,0.856742,0.497473,2,7,0,1471.65,89.3646,3.70113,0.607635,-0.498596,17.9406
-1467.3,0.91866,0.497473,3,7,0,1471.5,87.4367,-0.456475,0.562339,-0.603343,17.9986
-1468.27,0.97161,0.497473,3,7,0,1468.71,87.8028,5.9022,0.658863,-0.315394,17.9814
-1466.96,1,0.497473,3,7,0,1470.25,88.4227,2.43815,0.639272,-0.526367,17.4087
-1467.52,0.858641,0.497473,3,7,0,1470.54,87.2055,3.26456,0.605041,-0.619112,18.747
-1468.62,0.936363,0.497473,3,7,0,1470.38,88.2773,-0.352265,0.576477,-0.430904,17.216
-1468.26,0.997048,0.497473,3,7,0,1470.4,87.3046,5.72046,0.620118,-0.480204,18.8894
-1468.92,0.915903,0.497473,3,7,0,1472.11,86.2075,5.6108,0.556255,-0.563698,17.6802
-1468.58,0.862899,0.497473,3,7,0,1473.33,88.9084,0.685251,0.631601,-0.510684,18.9638
-1467.3,0.958345,0.497473,3,7,0,1471.04,87.2238,4.53486,0.66056,-0.404816,18.1379
-1467,0.981546,0.497473,3,7,0,1469.32,88.0153,6.11609,0.546036,-0.392147,17.8923
-1466.63,0.977137,0.497473,3,7,0,1468.3,87.4782,4.60075,0.529908,-0.338528,17.8862
-1468.32,0.876035,0.497473,3,7,0,1469.75,87.7232,1.81092,0.688415,-0.72098,18.1977
-1467.4,0.902903,0.497473,3,7,0,1472.14,87.6932,6.97182,0.539911,-0.394413,17.8573
-1469.34,0.891425,0.497473,3,7,0,1470.18,86.4478,2.41107,0.551114,-0.142222,18.301
-1466.26,0.971211,0.497473,2,3,0,1469.93,87.1093,3.30638,0.568955,-0.405168,18.2672
-1468.35,0.932264,0.497473,3,7,0,1468.9,86.2335,-0.152247,0.647117,-0.513166,18.2292
-1467.85,0.988092,0.497473,3,7,0,1469.56,89.0204,4.05846,0.536102,-0.403769,17.941
-1471.62,0.840866,0.497473,3,7,0,1473.16,85.7844,-0.974575,0.654449,-0.766077,18.1602
-1468.5,0.996209,0.497473,3,7,0,1473,87.4778,-2.33651,0.616385,-0.561156,17.6491
-1468.35,1,0.497473,3,7,0,1469.23,87.131,-1.88515,0.59425,-0.554928,17.7385
-1467.48,0.997322,0.497473,3,7,0,1469.59,86.8093,1.92311,0.639168,-0.600385,17.4466
-1468.23,0.968759,0.497473,3,7,0,1469.19,88.3371,5.0531,0.568619,-0.223279,18.3593
-1467.26,1,0.497473,3,7,0,1468.9,86.4703,5.18175,0.571515,-0.437374,17.6332
-1468.64,0.913962,0.497473,2,3,0,1469.08,86.1028,6.37349,0.584064,-0.402192,17.515
-1469.24,0.989751,0.497473,3,7,0,1470.72,88.7406,4.6034,0.552566,-0.226155,18.6295
-1469.62,0.997093,0.497473,3,7,0,1471.5,86.7675,1.59023,0.676783,-0.697696,17.2165
-1467.45,0.989641,0.497473,2,3,0,1470.06,87.3635,1.00594,0.665842,-0.628516,17.4698
-1468.72,0.80371,0.497473,3,7,0,1472.87,87.6482,5.24908,0.645818,-0.228962,18.6714
-1466.52,0.990018,0.497473,2,3,0,1469.28,87.9767,3.72056,0.565429,-0.357827,18.2455
-1466.45,0.998784,0.497473,3,7,0,1466.91,86.7896,4.21038,0.598766,-0.407593,17.8894
-1468.76,0.767889,0.497473,3,7,0,1472.54,87.7304,7.79165,0.483734,-0.377069,18.3029
-1469.99,0.890246,0.497473,3,7,0,1474.15,87.7502,-3.99382,0.616129,-0.720396,18.0567
-1468.53,0.996521,0.497473,2,3,0,1470.44,87.9334,-2.23216,0.610922,-0.75062,17.7442
-1467.83,0.967433,0.497473,3,15,0,1470.81,86.9943,6.75066,0.538125,-0.216996,18.1777
-1466.95,0.989673,0.497473,3,7,0,1468.91,87.7699,4.79736,0.584679,-0.501499,18.6373
-1468.01,0.952621,0.497473,3,7,0,1468.88,88.7006,3.81561,0.642108,-0.368794,18.4489
-1466.97,0.998134,0.497473,3,7,0,1468.79,88.3388,1.69266,0.605054,-0.374582,17.9343
-1466.65,0.95913,0.497473,3,7,0,1469.2,87.349,5.02794,0.535153,-0.496577,17.9893
-1467.09,0.886932,0.497473,3,7,0,1469.71,87.8655,2.19102,0.655478,-0.654666,18.2178
-1468.54,0.925436,0.497473,3,7,0,1470.81,88.1948,-2.311,0.610452,-0.610917,18.5013
-1467.26,1,0.497473,3,7,0,1469.17,87.3629,6.34225,0.560509,-0.393083,17.447
-1466.95,0.925576,0.497473,2,7,0,1471.43,87.8141,2.10823,0.625447,-0.561529,18.7395
-1468.2,0.92739,0.497473,3,7,0,1469.18,89.4193,2.26229,0.573992,-0.470695,17.7757
-1468.33,0.940552,0.497473,3,7,0,1470.48,85.6792,3.58053,0.564246,-0.382013,18.2952
-1471.14,0.901998,0.497473,3,7,0,1471.83,90.0153,3.9444,0.670998,-0.522315,17.6781
-1467.34,0.992077,0.497473,3,7,0,1472.44,88.9995,2.33724,0.567698,-0.508823,18.3696
-1468.98,0.908993,0.497473,3,7,0,1470.69,87.6933,0.920554,0.525283,-0.352674,18.9193
-1466.94,1,0.497473,2,3,0,1469.35,87.0815,4.31171,0.580141,-0.461791,18.6852
-1466.47,0.973884,0.497473,3,7,0,1468.42,87.4907,3.36787,0.539659,-0.373398,17.6795
-1470.87,0.820441,0.497473,3,7,0,1472.59,89.0991,1.12115,0.752425,-0.630842,18.4947
-1468.52,0.992894,0.497473,3,7,0,1472.63,86.8427,-0.0465325,0.515767,-0.532096,18.2348
-1468.98,0.994001,0.497473,3,7,0,1470.78,85.7646,0.848919,0.590837,-0.571856,18.0493
-1471.86,0.903425,0.497473,3,7,0,1475.11,86.9341,-1.8751,0.534418,-0.754313,17.0606
-1468.04,1,0.497473,3,7,0,1472.73,88.63,3.98237,0.670441,-0.577042,17.8869
-1467.27,0.996281,0.497473,3,7,0,1469.14,87.9031,0.37412,0.59709,-0.614987,17.1881
-1467.39,0.903985,0.497473,3,7,0,1469.53,87.6516,2.76736,0.591481,-0.427393,19.0052
-1467.88,0.921905,0.497473,3,15,0,1472.23,87.8029,1.33034,0.594225,-0.6632,19.0046
-1466.95,0.989072,0.497473,3,7,0,1468.94,87.6377,4.79014,0.542556,-0.319002,17.4706
-1471.49,0.823988,0.497473,3,7,0,1473.53,87.323,-0.78731,0.516333,-0.890728,17.7456
-1470.51,1,0.497473,3,7,0,1474.27,88.9054,2.6863,0.727749,-0.383738,18.4392
-1467.79,1,0.497473,3,7,0,1471.38,88.1422,2.17587,0.633932,-0.470159,19.0206
-1468.11,0.963019,0.497473,3,7,0,1471.18,87.3908,1.33397,0.585564,-0.641738,16.9154
-1470.98,0.93669,0.497473,3,7,0,1472.06,88.7389,-0.543073,0.702992,-0.624799,19.4678
-1471.79,0.949553,0.497473,3,7,0,1476.26,88.5697,2.50867,0.589638,-0.613006,16.1257
-1467.57,1,0.497473,2,3,0,1472.08,87.5031,1.60779,0.608844,-0.610789,16.9872
-1468.36,0.963326,0.497473,3,7,0,1468.67,88.0962,2.05766,0.566712,-0.336885,19.003
-1468.14,0.990609,0.497473,3,7,0,1470.39,86.9853,0.960354,0.659949,-0.472678,18.9185
