# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_01_model
# start_datetime = 2023-03-29 00:39:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.data.json
# init = 2 (Default)
# random
#   seed = 9
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.output9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
-1468.52,0.993785,0.418371,3,7,0,1468.88,86.9039,7.18576,0.570602,-0.464368,17.4329
-1469.09,0.97944,0.418371,3,7,0,1471.82,86.9339,7.05181,0.564797,-0.3594,16.9479
-1467.39,0.998361,0.418371,3,7,0,1469.89,86.8314,4.42041,0.55337,-0.219049,18.1572
-1467.29,0.880584,0.418371,3,15,0,1471.88,87.4777,2.89723,0.606654,-0.707354,17.8569
-1467.9,0.983997,0.418371,3,7,0,1469.39,88.6451,4.50702,0.621153,-0.659783,17.9007
-1468.69,0.991233,0.418371,3,7,0,1469.78,86.8038,-0.179952,0.643058,-0.306646,18.3206
-1466.85,1,0.418371,3,7,0,1468.93,87.009,2.58814,0.641514,-0.351946,18.1234
-1467.21,0.994218,0.418371,3,7,0,1467.7,88.7428,1.78826,0.573143,-0.703821,17.9054
-1466.59,0.999918,0.418371,3,7,0,1467.61,86.8297,3.06591,0.631348,-0.398315,17.9038
-1470.37,0.883977,0.418371,3,7,0,1472.69,89.7834,-1.30079,0.626747,-0.827914,17.6225
-1473.41,0.918366,0.418371,3,15,0,1477.94,86.0346,0.247484,0.747271,-0.405638,16.9351
-1466.75,1,0.418371,3,7,0,1473.67,87.4605,0.223623,0.625357,-0.619551,17.6933
-1467.95,0.87354,0.418371,2,7,0,1471.17,88.4161,1.47457,0.565383,-0.316887,18.1088
-1466.22,0.9773,0.418371,3,7,0,1470.38,87.0754,4.43214,0.567324,-0.405866,17.8578
-1466.45,0.966011,0.418371,3,7,0,1467.63,87.855,3.52732,0.546932,-0.36493,17.8077
-1466.44,0.970843,0.418371,2,7,0,1468.67,87.4904,0.606061,0.593062,-0.515163,18.1991
-1467.31,0.979394,0.418371,3,7,0,1468.08,86.9715,4.94972,0.615155,-0.365352,17.3053
-1467.32,0.997265,0.418371,3,7,0,1468.48,86.7714,4.81927,0.579212,-0.347554,17.2331
-1467.19,0.957966,0.418371,3,7,0,1468.65,86.5821,4.51069,0.613147,-0.499131,17.8646
-1468.26,0.982298,0.418371,3,7,0,1470.31,88.3364,1.30303,0.696612,-0.525128,17.3642
-1466.83,0.996808,0.418371,3,7,0,1469.13,88.0149,2.62652,0.652376,-0.398342,18.0503
-1472.07,0.854347,0.418371,2,7,0,1474.07,87.1913,-2.92926,0.640623,-0.764087,19.5331
-1473.54,0.969037,0.418371,3,7,0,1476.07,86.6306,-3.51295,0.709141,-0.903789,18.6658
-1472.95,0.981989,0.418371,2,3,0,1474.68,86.6321,-2.46809,0.727842,-0.871593,18.5405
-1470.13,0.94845,0.418371,3,7,0,1476.03,88.6786,-0.499223,0.666868,-0.326991,18.5499
-1470.32,0.984066,0.418371,2,3,0,1471.7,88.6567,-1.01624,0.697454,-0.408938,18.7559
-1468.97,0.98608,0.418371,3,7,0,1473.02,87.2361,2.94654,0.507815,-0.717987,17.4743
-1467.25,0.984557,0.418371,2,7,0,1470.36,87.5898,3.60888,0.583116,-0.691109,18.1124
-1467.07,0.999429,0.418371,3,7,0,1467.7,87.7188,2.37845,0.552127,-0.315473,18.2448
-1468.36,0.9523,0.418371,3,7,0,1469.71,88.5243,3.87095,0.563329,-0.241247,18.376
-1468.42,0.986213,0.418371,4,15,0,1472.26,87.8845,-2.41316,0.62143,-0.702913,17.7313
-1467.48,0.997986,0.418371,3,7,0,1470.23,87.5242,6.10771,0.590291,-0.260091,18.335
-1469.23,0.906584,0.418371,4,15,0,1473.05,89.4137,0.985147,0.606665,-0.738341,18.8907
-1469.14,0.969024,0.418371,3,15,0,1472.23,87.1426,2.20097,0.615638,-0.429157,16.538
-1468.34,0.997471,0.418371,3,15,0,1470.76,87.6345,6.84905,0.501646,-0.343898,18.6876
-1468.89,0.940299,0.418371,3,15,0,1472.03,87.6978,0.767727,0.65141,-0.352494,16.9889
-1467.47,0.98875,0.418371,3,7,0,1470.99,88.0395,3.76962,0.670576,-0.495045,18.3734
-1467.27,0.923434,0.418371,3,7,0,1470.52,87.238,2.09255,0.585668,-0.689093,17.5773
-1467.56,0.994941,0.418371,3,7,0,1468.39,88.7649,2.16252,0.651735,-0.44317,17.6795
-1467.83,0.996914,0.418371,3,7,0,1468.95,88.4306,1.98877,0.657038,-0.395314,17.4124
-1466.54,1,0.418371,3,15,0,1469.01,87.5894,3.94311,0.604184,-0.334152,17.6085
-1467.01,0.977045,0.418371,3,7,0,1468.36,88.4176,0.954974,0.5598,-0.587845,17.4923
-1468.6,0.925613,0.418371,3,7,0,1469.97,88.5331,1.69624,0.689606,-0.66045,18.7189
-1467.26,0.968439,0.418371,3,7,0,1470.5,88.6515,1.35119,0.627517,-0.720419,17.9632
-1478.8,0.495446,0.418371,2,3,0,1480.54,86.6678,1.21563,0.636982,-1.16697,17.9808
-1469.36,0.996578,0.418371,3,7,0,1481.38,86.7721,-0.0710446,0.677497,-0.699896,17.3298
-1468.58,1,0.418371,3,7,0,1470.35,87.0003,-1.65932,0.674523,-0.544994,17.6967
-1466.26,0.952938,0.418371,3,7,0,1471.41,87.5072,3.97781,0.58254,-0.507673,17.5247
-1467.12,0.943165,0.418371,3,7,0,1468.97,87.3215,2.91034,0.676769,-0.484535,18.0761
-1467.53,0.987226,0.418371,3,7,0,1468.34,88.768,0.599014,0.547808,-0.65882,18.0646
-1468.06,0.952105,0.418371,3,7,0,1470.71,86.3005,2.98212,0.596341,-0.521992,18.7847
-1469.47,0.970893,0.418371,3,7,0,1470.84,85.6151,3.8161,0.659367,-0.38128,18.4465
-1471.36,0.941131,0.418371,3,7,0,1474.25,85.2516,2.18885,0.620817,-0.390737,16.9718
-1466.96,1,0.418371,4,15,0,1471.41,87.7653,1.62513,0.556426,-0.686947,18.1183
-1466.93,0.938757,0.418371,3,11,0,1469.89,87.5576,4.4927,0.556987,-0.275089,18.277
-1467.31,0.983995,0.418371,3,15,0,1468.42,86.4696,3.57023,0.636036,-0.441231,17.6057
-1467.47,0.982391,0.418371,3,7,0,1468.54,86.8515,0.815863,0.558078,-0.366279,18.0603
-1467.64,0.998037,0.418371,3,7,0,1467.92,87.9652,5.87184,0.618079,-0.503541,17.5299
-1469.98,0.968621,0.418371,3,7,0,1470.63,88.08,-3.15958,0.572739,-0.654207,18.6867
-1468.46,1,0.418371,3,15,0,1472.56,85.9697,0.932861,0.628042,-0.543304,18.3063
-1469.48,0.910702,0.418371,3,7,0,1473.32,88.8294,6.07124,0.588126,-0.631556,18.8014
-1470.28,0.966403,0.418371,2,3,0,1471.12,88.7712,5.51701,0.579167,-0.718392,19.0408
-1471.24,0.977478,0.418371,3,15,0,1475.25,87.7781,4.36958,0.522617,-0.283485,16.3636
-1467.43,0.942765,0.418371,3,7,0,1475.21,86.5044,5.29399,0.577861,-0.400336,18.5212
-1468.38,0.967389,0.418371,3,7,0,1470.02,88.2469,3.86486,0.517654,-0.379351,17.0176
-1468.79,0.984751,0.418371,3,7,0,1471.3,87.2058,-0.863076,0.700416,-0.702746,17.9907
-1468.14,0.881019,0.418371,3,15,0,1474.92,87.284,5.41741,0.589443,-0.266625,18.9382
-1473.48,0.801568,0.418371,3,7,0,1476.58,88.2915,-3.01685,0.538178,-0.414627,17.0856
-1473.77,1,0.418371,3,7,0,1476.07,86.7617,5.92304,0.743442,-0.644436,18.4552
-1469.94,1,0.418371,3,7,0,1476.01,87.8434,3.83403,0.447302,-0.268893,18.5577
-1468.39,1,0.418371,3,15,0,1470.31,87.3571,2.43375,0.695143,-0.583636,17.3432
-1466.43,0.971824,0.418371,4,15,0,1470.23,87.4891,2.90191,0.540787,-0.481734,18.3518
-1466.47,0.910136,0.418371,2,7,0,1469.56,87.5633,4.99063,0.582616,-0.474468,18.2724
-1467.85,0.947455,0.418371,3,7,0,1469.16,88.1904,-0.365849,0.580843,-0.552703,17.1959
-1467.21,0.970865,0.418371,3,7,0,1469.75,88.3387,4.24573,0.613357,-0.592963,18.4479
-1469.05,0.957313,0.418371,3,7,0,1470.57,88.9406,0.886737,0.521224,-0.758534,17.574
-1470.17,0.970729,0.418371,4,15,0,1471.71,87.3091,3.17156,0.704203,-0.184205,18.4949
-1467.28,0.975696,0.418371,3,7,0,1473.28,86.9843,1.26885,0.638427,-0.640944,17.6378
-1472.48,0.861818,0.418371,3,7,0,1473.65,89.0847,8.41179,0.474634,-0.164408,18.338
-1478.84,0.774969,0.418371,2,3,0,1480.24,89.4578,13.5444,0.47578,-0.315122,18.457
-1468.59,0.966358,0.418371,3,7,0,1482.82,86.056,1.28052,0.651837,-0.422768,17.4636
-1468.83,0.987455,0.418371,3,7,0,1470.18,89.4138,4.77584,0.551154,-0.569595,18.548
-1468.07,0.96529,0.418371,3,7,0,1471.74,88.1131,0.790385,0.698721,-0.659902,17.6218
-1466.59,0.994505,0.418371,3,15,0,1468.83,87.7325,2.51664,0.556542,-0.356672,18.1524
-1468.96,0.968035,0.418371,3,7,0,1469.21,87.1976,3.02629,0.671628,-0.533425,16.873
-1467.08,0.972726,0.418371,2,7,0,1471.18,87.151,3.81544,0.640213,-0.574651,18.0718
-1466.91,0.856961,0.418371,2,7,0,1473.17,87.5662,1.41789,0.662183,-0.488748,17.5094
-1466.97,0.97649,0.418371,3,7,0,1468.55,86.6113,3.24044,0.62787,-0.409718,17.5603
-1468.33,0.958884,0.418371,3,7,0,1469.36,86.0486,1.30608,0.560267,-0.480583,18.4892
-1469.71,0.950395,0.418371,3,15,0,1472.2,86.9718,-0.694835,0.498528,-0.653025,18.1669
-1469.12,0.916596,0.418371,3,15,0,1476.16,85.8459,5.53728,0.60176,-0.231084,18.6732
-1467.4,1,0.418371,3,7,0,1469.89,88.536,1.50241,0.58661,-0.612535,17.1554
-1469,0.937191,0.418371,3,7,0,1469.92,87.6929,2.06147,0.634471,-0.719353,16.891
-1466.9,0.982344,0.418371,3,7,0,1470.73,88.138,2.50414,0.578654,-0.331441,18.0769
-1466.15,0.994905,0.418371,2,7,0,1467.72,87.9214,1.53367,0.574041,-0.517718,17.7527
-1466.37,0.898362,0.418371,3,7,0,1469.17,87.5125,2.09413,0.60609,-0.629725,18.0015
-1470.43,0.936833,0.418371,3,7,0,1471.71,89.1063,-1.6278,0.66182,-0.876968,18.7879
-1473.08,0.882488,0.418371,3,7,0,1474.85,88.8401,-5.77826,0.676102,-0.647715,17.8177
-1472.24,0.984636,0.418371,2,3,0,1474.44,88.3959,-5.73686,0.664569,-0.752303,17.8677
-1470.42,0.991316,0.418371,3,7,0,1477.68,89.3237,-1.47912,0.542783,-0.71914,17.3807
-1469.8,0.962129,0.418371,3,7,0,1473.68,88.2676,6.78737,0.67343,-0.466187,17.7656
-1469.85,1,0.418371,3,7,0,1470.55,86.4719,-1.07882,0.527621,-0.45069,18.4052
-1467.66,1,0.418371,2,3,0,1470.07,86.6209,0.0456552,0.563789,-0.496742,18.021
-1467.29,0.986136,0.418371,3,7,0,1469.03,88.1607,4.6771,0.604896,-0.505107,17.225
-1468.29,0.972601,0.418371,3,7,0,1470.11,86.6081,5.97495,0.589753,-0.310768,17.1422
-1468.4,0.984719,0.418371,3,7,0,1470.46,86.7544,3.66712,0.593785,-0.160143,18.495
-1471.38,0.950013,0.418371,3,15,0,1473.44,89.8794,1.66519,0.612746,-0.925065,17.8626
-1468.17,0.999246,0.418371,3,7,0,1472.47,88.8142,0.281735,0.526332,-0.581116,17.7879
-1467.54,0.995926,0.418371,3,7,0,1469.15,87.0325,2.47452,0.665098,-0.622308,18.0599
-1468.85,0.946387,0.418371,3,7,0,1471.25,87.523,5.17433,0.549321,-0.371672,19.3646
-1467.63,0.949,0.418371,3,7,0,1472.31,87.8158,3.73186,0.582628,-0.306677,18.8503
-1468.58,0.94421,0.418371,3,7,0,1471.69,86.6898,-0.642913,0.680504,-0.608851,18.3484
-1468.38,0.906856,0.418371,3,7,0,1473.58,87.4684,0.400746,0.660696,-0.701048,18.8305
-1469.21,0.982351,0.418371,2,3,0,1469.41,87.4821,0.325163,0.680607,-0.7204,18.9865
-1468.8,0.997952,0.418371,3,15,0,1471.18,89.5246,3.1544,0.529673,-0.503268,17.6971
-1467.03,0.99695,0.418371,3,7,0,1469.57,88.6477,4.85404,0.577858,-0.42132,17.9521
-1466.96,0.997664,0.418371,3,7,0,1467.76,88.3932,3.67751,0.606382,-0.359809,18.2269
-1467.82,0.939455,0.418371,3,7,0,1469.36,88.3487,6.37778,0.581071,-0.519342,17.6685
-1470.16,0.959238,0.418371,3,7,0,1471.15,85.3791,1.17108,0.575304,-0.314025,17.6199
-1468.73,0.997053,0.418371,3,7,0,1471.43,86.4893,1.9647,0.566789,-0.20658,17.5805
-1467.21,0.985625,0.418371,3,15,0,1470.53,88.3582,2.03029,0.642535,-0.681385,18.3193
-1468.47,0.970671,0.418371,3,15,0,1469.27,86.6368,4.09141,0.531561,-0.165508,17.6624
-1467.05,1,0.418371,3,7,0,1468.83,87.8766,3.13253,0.638984,-0.657789,17.8894
-1470.86,0.894672,0.418371,3,7,0,1472.83,86.5503,3.10155,0.425864,-0.335501,18.5308
-1470.02,0.96748,0.418371,3,7,0,1476.33,89.1013,7.83834,0.583084,-0.417485,18.3478
-1472.4,0.965886,0.418371,3,7,0,1474.48,84.889,0.165418,0.567354,-0.319763,18.6615
-1470.68,0.996173,0.418371,3,7,0,1475.45,89.7992,5.0904,0.577433,-0.32763,17.6769
-1468.46,1,0.418371,3,7,0,1472.83,87.0591,1.11632,0.504941,-0.579431,18.6436
-1470.98,0.943168,0.418371,2,7,0,1471.35,87.2829,1.09211,0.458619,-0.700906,18.8905
-1470.98,0.958768,0.418371,3,15,0,1477.69,88.0045,8.90679,0.494713,-0.103122,18.2191
-1467.44,0.993278,0.418371,3,7,0,1472.23,87.6253,6.54768,0.583666,-0.382712,18.465
-1466.42,0.996102,0.418371,3,15,0,1468.57,87.6286,0.664756,0.610508,-0.467081,18.0789
-1467.79,0.924698,0.418371,3,15,0,1469.73,88.4103,1.61624,0.520353,-0.428884,17.5868
-1467.25,0.960055,0.418371,3,7,0,1470.05,87.0709,4.40082,0.624487,-0.583265,17.9556
-1467.49,0.958661,0.418371,3,7,0,1469.16,87.9355,-0.2234,0.548967,-0.508407,18.2589
-1466.12,0.997172,0.418371,2,7,0,1468.08,87.0405,3.14464,0.57483,-0.418502,18.0318
-1466.78,0.972474,0.418371,3,7,0,1467.64,87.4335,1.30825,0.639376,-0.536486,17.3676
-1468.77,0.932109,0.418371,3,7,0,1470.56,88.2238,3.96971,0.598581,-0.470584,16.6431
-1469.21,0.964219,0.418371,3,7,0,1472.16,87.6704,-0.30782,0.69165,-0.484567,19.0622
-1467.53,0.911113,0.418371,2,7,0,1474.7,88.1399,4.78864,0.639506,-0.578511,17.6967
-1470.98,0.927887,0.418371,3,7,0,1473.01,86.8542,3.93998,0.591698,-0.115697,19.4399
-1467.37,0.993272,0.418371,3,15,0,1474.43,88.3263,3.18612,0.592403,-0.456625,18.8884
-1467.65,0.912579,0.418371,3,7,0,1472.03,87.2937,3.5686,0.685114,-0.455748,17.6833
-1468.19,0.954851,0.418371,3,15,0,1471.25,88.2181,6.80028,0.517007,-0.47802,17.5596
-1470.07,0.968075,0.418371,3,7,0,1471.75,87.6488,4.87374,0.431418,-0.349552,18.8097
-1469.14,1,0.418371,2,3,0,1470.25,87.643,4.6302,0.453772,-0.333654,18.6862
-1468.12,0.998371,0.418371,4,15,0,1469.85,88.5921,1.90743,0.500119,-0.602952,18.4366
-1467.88,0.982895,0.418371,3,15,0,1470.56,87.0302,5.95338,0.636422,-0.267675,18.0909
-1468.93,0.939553,0.418371,3,7,0,1472.58,87.0379,5.01606,0.605106,-0.36416,16.7
-1471.45,0.871085,0.418371,3,15,0,1474.9,86.6652,2.30784,0.466516,-0.722035,17.3785
-1470.2,0.991608,0.418371,3,15,0,1476.18,88.5675,-1.47398,0.569726,-0.778167,16.9884
-1467.36,0.994488,0.418371,3,7,0,1471.09,87.4531,4.65812,0.648061,-0.37616,18.4734
-1468.65,0.846095,0.418371,4,15,0,1475.42,86.8296,1.11484,0.521084,-0.285952,17.9797
-1466.73,0.994678,0.418371,2,7,0,1469.46,87.7718,4.06141,0.646265,-0.488588,17.7917
-1466.36,0.972754,0.418371,2,7,0,1468.12,87.3808,2.29775,0.596386,-0.550698,18.4299
-1468.22,0.961601,0.418371,3,7,0,1468.54,89.5245,2.76071,0.620972,-0.549429,18.1196
-1466.92,1,0.418371,3,7,0,1468.27,88.8444,3.16788,0.609415,-0.579607,17.9792
-1466.59,0.997581,0.418371,3,7,0,1467.43,86.7384,1.92913,0.585417,-0.515478,17.7414
-1466.71,0.99903,0.418371,3,7,0,1466.85,88.7116,3.24958,0.597666,-0.464216,18.0035
-1469.09,0.908618,0.418371,3,7,0,1470.99,87.6936,7.03958,0.501412,-0.548364,17.4201
-1470.54,0.96466,0.418371,3,7,0,1472.73,86.3886,3.92687,0.497409,-0.109686,17.4273
-1472.77,0.92629,0.418371,2,3,0,1473.88,85.9314,3.40704,0.481643,-0.108856,17.0788
-1470.01,0.994955,0.418371,3,7,0,1474.59,88.9502,3.09108,0.690261,-0.773069,18.3219
-1469.15,0.977511,0.418371,3,7,0,1474.32,86.6896,0.476821,0.568592,-0.59501,16.9069
-1469.06,0.998077,0.418371,3,7,0,1470.44,88.3894,6.17219,0.585974,-0.28726,18.9635
-1470.15,0.955851,0.418371,3,7,0,1472.07,88.7408,4.09261,0.606414,-0.146468,18.2386
-1470.25,0.99691,0.418371,3,7,0,1471.6,85.8489,2.74262,0.576185,-0.684695,17.5296
-1466.99,1,0.418371,2,3,0,1470.71,86.9699,0.530319,0.595268,-0.560344,17.5292
-1467.36,0.995935,0.418371,3,7,0,1467.96,88.6416,5.66299,0.561576,-0.448208,18.1121
-1468.46,0.945401,0.418371,3,7,0,1470.52,86.795,-0.571065,0.675175,-0.668685,18.0058
-1467.23,0.999005,0.418371,3,7,0,1469.68,89.0209,3.75747,0.563058,-0.540445,17.9696
-1468.5,0.962885,0.418371,3,15,0,1470.11,87.7621,7.24113,0.510483,-0.481979,17.5023
-1468.97,0.993842,0.418371,3,15,0,1470.76,87.158,5.19827,0.583071,-0.179248,19.0231
-1467.32,0.998711,0.418371,3,7,0,1469.85,87.82,1.0638,0.579176,-0.652163,17.1907
-1466.75,1,0.418371,3,7,0,1467.99,88.24,1.32988,0.65092,-0.489514,17.7373
-1467.58,0.976434,0.418371,3,7,0,1468.5,87.3159,1.62801,0.667539,-0.519317,17.2121
-1470.51,0.887653,0.418371,3,7,0,1471.8,88.44,2.45795,0.662759,-0.315134,16.7649
-1468.66,0.990897,0.418371,3,7,0,1472.73,87.091,4.6639,0.484487,-0.627018,17.9411
-1467.31,0.957619,0.418371,3,7,0,1471.09,87.7872,2.89755,0.676049,-0.390871,18.1164
-1466.96,0.995606,0.418371,3,7,0,1468.1,87.1599,4.86941,0.50833,-0.415524,17.7629
-1468.84,0.95449,0.418371,3,7,0,1469.88,86.9822,3.86461,0.611067,-0.289768,16.7772
-1468.55,1,0.418371,4,15,0,1469.37,88.7254,2.31474,0.581934,-0.637735,19.1582
-1468.47,0.893733,0.418371,3,7,0,1474.07,86.2244,0.298791,0.632678,-0.576556,17.5344
-1469.12,0.980297,0.418371,3,7,0,1469.99,88.9485,6.3247,0.565996,-0.293377,18.4683
-1469.46,0.961428,0.418371,3,7,0,1473.38,86.5663,4.60458,0.692859,-0.228337,18.053
-1467.16,0.997442,0.418371,3,15,0,1470.81,86.9644,0.38729,0.630953,-0.598959,18.3095
-1467.39,0.898921,0.418371,2,7,0,1474.81,87.1452,6.20468,0.531248,-0.301675,18.4042
-1466.49,0.97816,0.418371,3,7,0,1469.01,87.356,4.04907,0.568289,-0.471196,17.3546
-1466.66,0.96326,0.418371,3,15,0,1467.84,87.204,1.55197,0.597436,-0.363567,17.7289
-1466.34,1,0.418371,3,15,0,1467.12,87.4145,1.37286,0.630683,-0.471334,17.6949
-1467.7,0.939289,0.418371,3,7,0,1468.7,89.2953,2.44912,0.574173,-0.496182,17.9949
-1468.15,0.964607,0.418371,3,7,0,1469.8,85.8296,2.08414,0.609173,-0.46933,17.7923
-1467.72,0.999965,0.418371,3,7,0,1469.63,87.0756,4.11586,0.673666,-0.370552,18.308
-1468.92,0.905047,0.418371,3,7,0,1471.12,87.2438,-1.106,0.638601,-0.34538,18.4233
-1471.08,0.96101,0.418371,3,7,0,1473.18,85.9183,-1.56731,0.575248,-0.616688,18.8568
-1467.54,0.985173,0.418371,3,7,0,1473.14,87.0842,3.27838,0.565757,-0.638663,18.599
-1468.99,0.974652,0.418371,3,7,0,1470.57,88.4415,0.922622,0.494778,-0.566294,17.2865
-1469.19,0.982186,0.418371,3,7,0,1470.6,87.9277,-0.216721,0.51997,-0.540661,17.0795
-1468.77,0.996669,0.418371,3,7,0,1472.33,87.0678,6.15808,0.641352,-0.324032,18.8467
-1468.46,0.978577,0.418371,3,7,0,1471.85,86.3432,5.57787,0.529047,-0.163685,18.1782
-1470.02,0.990728,0.418371,4,15,0,1471.02,89.3805,-2.73023,0.66331,-0.750894,17.9118
-1468.34,0.990893,0.418371,3,15,0,1472.31,87.6838,6.38168,0.502818,-0.496126,18.692
-1469.57,0.955867,0.418371,3,7,0,1471.93,87.4757,7.86773,0.642852,-0.253711,18.2805
-1467.58,1,0.418371,3,15,0,1470.3,86.5974,0.559022,0.581773,-0.373293,18.0074
-1466.97,1,0.418371,3,7,0,1468.12,87.4413,4.10698,0.657611,-0.462766,18.0949
-1467.29,0.923054,0.418371,3,7,0,1469.34,88.0486,3.45439,0.659932,-0.365947,18.1563
-1467.85,0.947782,0.418371,3,7,0,1469.4,87.5511,2.34398,0.581766,-0.215392,17.9183
-1467.97,0.994871,0.418371,3,7,0,1469.76,87.8442,7.11252,0.557351,-0.245595,17.9625
-1466.55,0.997489,0.418371,3,7,0,1468.87,86.9182,2.04928,0.627936,-0.536344,17.7945
-1466.49,0.993552,0.418371,3,7,0,1467.34,88.152,3.75094,0.545155,-0.406616,17.7663
-1466.87,0.990366,0.418371,3,7,0,1467.61,87.5317,3.71542,0.624986,-0.399817,17.2806
-1469.16,0.922739,0.418371,3,15,0,1470.07,86.9749,-0.433299,0.662445,-0.343477,17.3473
-1468.58,1,0.418371,3,7,0,1470.7,87.2569,1.42571,0.681514,-0.536701,16.9913
-1469.14,0.972804,0.418371,2,3,0,1469.73,87.416,1.67778,0.693192,-0.45599,16.911
-1467.28,0.999354,0.418371,3,7,0,1470.32,86.8043,2.85332,0.550074,-0.455839,18.7294
-1467.9,0.89071,0.418371,3,7,0,1471.79,88.4349,1.97705,0.693512,-0.627828,17.9146
-1466.66,1,0.418371,3,7,0,1468.74,88.0096,3.43802,0.641701,-0.538063,18.2349
