# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 10
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output10.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
-512.473,0.994938,0.0798111,5,63,0,519.147,1.1797,0.756421,-0.690714,-0.133911,-0.59873,-0.382543,0.0612674,-0.349801,0.26509,1.80499
-517.629,0.997453,0.0798111,5,31,0,520.033,1.02972,0.838574,-0.688067,-0.349725,-0.321018,-0.237221,0.0267223,-0.507888,0.305908,1.715
-515.67,0.879105,0.0798111,4,15,0,519.958,0.936912,0.824793,-0.668859,-0.293632,-0.363271,-0.160164,0.0463342,-0.468228,0.275564,1.74818
-511.66,0.958937,0.0798111,5,31,0,518.776,0.987842,0.718146,-0.69126,-0.0560282,-0.563995,-0.16078,0.205293,-0.34768,0.224203,1.80273
-513.653,0.99564,0.0798111,5,31,0,515.526,0.60421,0.755875,-0.704782,-0.226969,-0.384087,0.161595,0.228029,-0.444797,0.294197,1.82298
-512.237,0.999848,0.0798111,6,63,0,516.494,0.684733,0.844594,-1.47639,-0.895802,-1.03429,-0.776486,0.321415,0.209717,0.212664,1.74862
-513.421,0.975094,0.0798111,6,63,0,516.659,2.02648,0.733535,-0.999244,-0.658831,-0.798137,-1.00479,0.161732,-0.497578,0.21704,1.83031
-513.448,0.999476,0.0798111,6,63,0,518.703,-0.388134,0.826664,-1.36829,-0.157889,-0.287334,0.0255943,0.370134,0.209633,0.270144,1.7586
-509.85,0.956927,0.0798111,5,31,0,514.833,0.0769366,0.860783,-0.877842,-0.191108,-0.538667,-0.356325,0.254712,-0.000674093,0.169322,1.76418
-509.59,0.8325,0.0798111,6,63,0,512.826,1.04306,0.747957,-1.24916,-0.563294,-0.958647,-0.683764,0.359028,-0.150016,0.239776,1.7783
-510.308,0.897532,0.0798111,5,31,0,512.306,1.14797,0.819081,-0.874542,-0.536392,-0.667525,-0.535796,0.147351,-0.164158,0.146914,1.76942
-512.978,0.955353,0.0798111,5,31,0,516.847,1.01179,0.837579,-1.02567,-0.397212,-0.65764,-0.579403,0.126319,-0.396313,0.329858,1.70036
-512.817,0.99956,0.0798111,5,31,0,516.136,1.00018,0.839282,-0.981295,-0.410613,-0.678304,-0.556234,0.131416,-0.406528,0.330707,1.70013
-510.452,0.987515,0.0798111,5,31,0,514.592,0.375973,0.79061,-0.798508,-0.766906,-1.06406,-0.660076,0.231971,0.112546,0.255125,1.79509
-514.723,0.847114,0.0798111,5,63,0,517.115,1.53799,0.780033,-1.48686,0.0581924,-0.530243,-0.257428,0.336639,-0.314373,0.119178,1.70836
-509.84,0.9983,0.0798111,5,31,0,516.738,0.718415,0.787296,-0.799219,-0.43999,-0.84163,-0.617882,0.204578,-0.117419,0.205946,1.75051
-515.194,0.995297,0.0798111,5,63,0,520.275,1.95946,0.783619,-1.18265,-0.762128,-0.757993,-0.726373,0.284445,-0.246178,-0.0081472,1.88149
-516.401,0.89773,0.0798111,6,63,0,521,1.74472,0.796803,-1.47101,-0.201976,-0.729038,-0.675882,0.205031,-0.447281,0.25217,1.94247
-512.775,0.875647,0.0798111,5,31,0,521.373,1.11425,0.682192,-1.2528,-0.541656,-0.703219,-0.126984,0.21334,0.0379008,0.281857,1.83866
-512.983,0.991953,0.0798111,6,63,0,516.408,0.771014,0.774918,-1.24768,-0.102363,-0.494837,-0.561428,0.204341,-0.0615596,0.259711,1.90337
-515.902,0.945229,0.0798111,5,31,0,519.956,1.19294,0.77421,-1.38366,-0.412184,-0.243682,0.122639,0.1662,0.00828141,0.161234,1.86646
-518.32,0.985112,0.0798111,5,31,0,521.79,2.00004,0.61322,-1.09739,0.0511294,-0.634339,-0.621289,0.286865,-0.500276,0.178153,1.85051
-520.374,0.641072,0.0798111,5,31,0,526.72,2.05751,0.632992,-1.18094,-0.0520809,-0.710968,-0.280349,0.258066,-0.392088,0.245259,1.90566
-521.231,0.985018,0.0798111,6,63,0,527.598,-0.363684,0.906603,-1.07057,0.106337,-0.197493,-0.255496,0.269831,0.0672772,0.124291,1.65938
-522.324,0.924905,0.0798111,6,63,0,527.605,2.06416,0.623781,-1.11087,-0.367161,-0.75247,-0.739916,0.28309,-0.365116,0.265739,1.95282
-514.986,0.968091,0.0798111,5,31,0,525.117,1.91898,0.697802,-1.29904,-0.453469,-0.666868,-0.316,0.225315,-0.371367,0.210485,1.95679
-514.538,0.973279,0.0798111,6,63,0,521.735,-0.564832,0.907299,-0.934121,-0.755111,-0.913698,-0.486707,0.302123,0.260736,0.295219,1.66265
-513.439,0.978425,0.0798111,5,31,0,520.845,0.0762511,0.91981,-1.1219,-0.443869,-0.984476,-0.755853,0.272061,0.0336191,0.272051,1.87686
-516.349,0.999336,0.0798111,6,63,0,519.738,0.813856,0.800922,-1.12759,-0.964818,-0.909471,-0.666542,0.181608,-0.114182,0.397844,1.97316
-516.778,0.923471,0.0798111,5,31,0,521.401,0.0660602,0.76673,-0.491858,-0.597837,-1.20945,-0.585279,0.207481,-0.0861511,0.442062,1.90054
-513.286,0.962079,0.0798111,6,63,0,520.807,1.36063,0.833143,-1.62937,-0.284203,-0.702206,-0.493355,0.232923,-0.0750631,0.143811,1.687
-510.958,0.708073,0.0798111,5,63,0,519.765,0.600788,0.833061,-1.05711,-0.568432,-0.65928,-0.301806,0.399855,-0.26539,0.172652,1.81893
-510.717,0.999244,0.0798111,5,63,0,516.18,0.458474,0.812479,-1.26662,0.0936846,-0.241004,0.109193,0.278956,-0.0739952,0.190789,1.77628
-511.932,0.979129,0.0798111,5,31,0,514.943,-0.129066,0.814313,-0.55082,-0.116478,-0.31261,-0.295238,0.23371,0.0761558,0.150275,1.78343
-509.837,0.887995,0.0798111,5,63,0,518.238,0.749098,0.749882,-1.20645,-0.483076,-0.774225,-0.556351,0.185563,0.13324,0.299272,1.80013
-513.717,0.993707,0.0798111,5,31,0,515.248,0.672863,0.693875,-0.879971,-0.372333,-1.03733,-0.579428,0.131487,0.115213,0.364355,1.78551
-513.76,0.989311,0.0798111,5,31,0,518.008,0.0617529,0.695942,-0.639987,-0.595741,-0.892954,-0.208741,0.213801,0.0718673,0.428342,1.80773
-514.808,0.99164,0.0798111,6,63,0,519.054,1.35175,0.928329,-1.59525,-0.499748,-0.724156,-0.59493,0.323343,-0.282533,0.0899142,1.75007
-513.261,0.999488,0.0798111,6,63,0,519.032,2.03747,0.831608,-1.40968,-0.5174,-0.954882,-0.608471,0.23543,-0.261887,0.0322348,1.75701
-512.198,0.953522,0.0798111,5,63,0,517.72,1.60229,0.778083,-1.45129,-0.237523,-0.30268,-0.670063,0.140541,-0.195709,0.22774,1.7779
-512.067,0.987111,0.0798111,5,63,0,516.043,1.10144,0.759343,-1.08285,-0.31789,-0.732088,0.1244,0.155557,-0.215513,0.28167,1.78615
-515.355,0.999563,0.0798111,5,31,0,518.467,2.4691,0.748922,-1.69853,-0.121041,-0.262157,-0.651714,0.124392,-0.333597,0.141866,1.71941
-515.93,0.977332,0.0798111,5,31,0,520.65,2.40753,0.821795,-1.99391,-0.0973144,-0.564646,-0.38653,0.140119,-0.22169,0.129967,1.81921
-511.502,1,0.0798111,6,63,0,519.304,-0.0908025,0.82071,-0.721333,-0.940932,-1.16124,-0.819605,0.349683,-0.00614082,0.340786,1.798
-511.903,0.998801,0.0798111,6,63,0,516.861,-0.215313,0.769494,-0.86205,-0.212044,-0.510968,-0.0150073,0.245543,0.12021,0.321416,1.88811
-509.54,0.946312,0.0798111,5,31,0,514.773,0.882935,0.848237,-1.06099,-0.621264,-0.791253,-0.547164,0.15545,-0.0860475,0.271393,1.75811
-511.059,0.878672,0.0798111,6,63,0,512.789,0.893838,0.823409,-0.947509,-0.561834,-0.799837,-0.532166,0.139147,-0.0197844,0.261834,1.75154
-509.92,0.98671,0.0798111,4,31,0,516.993,0.627285,0.83118,-1.06181,-0.540084,-0.622646,-0.743679,0.1507,0.0220139,0.282623,1.751
-511.181,0.982643,0.0798111,5,31,0,513.178,0.860235,0.784923,-0.866416,-0.459725,-0.917944,-0.408667,0.186456,-0.308321,0.324875,1.70278
-513.896,0.835781,0.0798111,5,31,0,518.341,0.882395,0.774015,-0.758326,-0.286492,-0.4093,0.0349337,0.128914,-0.35543,0.320286,1.73089
-512.229,0.999148,0.0798111,5,31,0,517.525,0.663654,0.791253,-0.85664,-0.254473,-0.291321,0.0131615,0.151967,-0.321549,0.281358,1.75206
-511.813,0.999974,0.0798111,5,31,0,514.041,0.685278,0.789188,-0.815043,0.0507126,-0.254602,0.161611,0.141883,-0.305934,0.243021,1.76131
-510.438,0.994411,0.0798111,5,31,0,515.798,0.431279,0.733812,-1.01625,-0.346349,-0.572151,-0.100867,0.27125,-0.110617,0.353184,1.80992
-512.166,0.789505,0.0798111,5,63,0,518.779,0.573957,0.761126,-1.17886,-0.0765903,-0.354574,0.232792,0.339056,-0.192046,0.213204,1.7013
-510.637,0.965006,0.0798111,6,63,0,516.675,1.07623,0.793527,-1.13707,-1.00204,-1.15334,-0.797397,0.1839,-0.113007,0.37225,1.74173
-513.053,0.98866,0.0798111,5,31,0,514.738,1.6477,0.741751,-1.18581,-0.892747,-1.42642,-1.17623,0.130429,0.0606173,0.272425,1.80511
-511.426,0.999951,0.0798111,6,63,0,516.276,1.51963,0.737035,-1.05866,-0.804515,-0.863745,-0.683332,0.349029,-0.377668,0.180147,1.78501
-512.613,0.999059,0.0798111,6,63,0,515.286,0.683719,0.799008,-1.30483,0.194635,0.00376389,-0.0826027,0.171067,0.041969,0.17305,1.79728
-513.152,0.939601,0.0798111,5,31,0,514.775,0.69671,0.802617,-1.30015,0.146994,0.0398552,-0.0274454,0.174469,0.0566993,0.172164,1.80031
-513.589,0.965458,0.0798111,6,63,0,517.349,1.56701,0.728823,-0.944443,-0.963474,-1.11176,-1.17793,0.23802,-0.317022,0.312502,1.74134
-514.854,0.995308,0.0798111,6,63,0,518.513,1.27872,0.851728,-1.63485,-0.827251,-0.852078,-1.26412,0.175016,0.0444406,0.291208,1.82179
-518.336,0.770411,0.0798111,6,63,0,523.991,2.55552,0.629275,-1.02941,-0.469472,-0.627202,-0.173666,0.12689,-0.493947,0.21759,1.71201
-512.097,0.992014,0.0798111,5,31,0,522.447,0.949267,0.786329,-1.28984,-0.0267884,-0.409466,-0.471126,0.151933,-0.0545198,0.210804,1.7963
-514.589,0.998542,0.0798111,4,31,0,519.614,0.929902,0.704589,-1.21874,0.0357498,-0.580592,-0.66565,0.247735,-0.00691718,0.283616,1.77455
-513.097,0.999997,0.0798111,5,31,0,516.818,1.0585,0.774377,-1.39834,-0.755404,-0.757509,-0.14838,0.254584,0.0256461,0.227019,1.74952
-510.459,0.978969,0.0798111,5,63,0,518.547,1.43945,0.859965,-1.4084,-0.76215,-1.12469,-0.728626,0.203654,-0.188655,0.241651,1.75508
-511.536,0.936617,0.0798111,5,31,0,514.409,0.601745,0.861275,-0.990813,-0.829081,-1.02042,-1.00438,0.144951,0.0378626,0.307889,1.70176
-513.732,0.945769,0.0798111,5,31,0,515.474,0.522271,0.879806,-0.995442,-0.866185,-0.906955,-0.803744,0.156786,0.0331606,0.302023,1.6467
-513.547,1,0.0798111,5,63,0,515.723,0.613496,0.882627,-1.10569,-0.821177,-0.904822,-0.760967,0.140576,0.0180443,0.295867,1.64521
-512.322,0.992859,0.0798111,5,31,0,516.555,0.533471,0.872821,-1.22527,-0.758786,-0.820961,-0.59428,0.196318,-0.0181035,0.311513,1.66494
-511.365,0.844045,0.0798111,6,63,0,517.534,1.14095,0.798961,-1.00143,-0.751457,-1.2133,-0.872391,0.187128,-0.103479,0.218802,1.77443
-518.942,0.961034,0.0798111,5,63,0,521.069,1.70675,0.775615,-1.6585,-1.31788,-1.43687,-0.953737,0.353169,-0.266463,0.313515,1.87395
-512.872,0.99954,0.0798111,5,31,0,521.303,1.82073,0.705734,-1.04399,-0.759694,-1.12303,-0.962842,0.257802,-0.259856,0.225077,1.87071
-510.06,0.999865,0.0798111,5,31,0,514.419,1.13014,0.823197,-1.08747,-0.686938,-1.01284,-0.670117,0.171552,-0.236114,0.277052,1.7242
-512.718,0.969774,0.0798111,5,31,0,514.273,0.526192,0.81638,-1.15573,-0.912487,-0.957347,-0.608026,0.316144,-0.191081,0.349619,1.72374
-511.242,0.992932,0.0798111,5,31,0,515.824,0.315651,0.868423,-1.09634,-0.506295,-0.985164,-0.79316,0.193428,0.116026,0.263655,1.79136
-514.568,0.997728,0.0798111,6,63,0,519.095,1.60399,0.706698,-1.34774,-0.13706,-0.663415,-0.395594,0.375199,-0.467031,0.168256,1.72018
-514.407,0.829139,0.0798111,5,63,0,522.236,1.20137,0.761544,-0.808497,-1.05397,-1.26769,-0.940318,0.124928,0.0227168,0.327511,1.80473
-511.537,0.990301,0.0798111,5,31,0,519.096,0.454158,0.794276,-1.28521,-0.270292,-0.687403,-0.454355,0.204856,-0.0539842,0.403536,1.76813
-510.588,0.959313,0.0798111,6,63,0,514.929,0.577247,0.797387,-0.960422,-0.21778,-0.404648,-0.540697,0.3638,-0.26822,0.143761,1.77205
-509.975,0.985156,0.0798111,6,63,0,511.896,0.464188,0.77829,-1.0025,-0.501858,-0.717539,-0.128941,0.239403,0.0472868,0.267395,1.82625
-509.812,0.989906,0.0798111,5,31,0,512.755,0.57511,0.761315,-0.889079,-0.429684,-0.601464,-0.692994,0.331006,-0.157476,0.23011,1.76096
-510.312,0.880431,0.0798111,5,63,0,513.559,1.23168,0.780376,-1.00256,-0.263386,-0.569906,-0.40445,0.255515,-0.284767,0.0946058,1.80016
-509.479,0.957577,0.0798111,6,63,0,512.8,0.0109366,0.818891,-1.0862,-0.542445,-0.855611,-0.463187,0.290299,0.117655,0.318697,1.74424
-508.999,0.997272,0.0798111,5,31,0,511.213,0.351334,0.787234,-0.8804,-0.527386,-0.848773,-0.532111,0.216995,0.0976697,0.271389,1.78656
-510.613,0.879093,0.0798111,6,63,0,512.074,0.455853,0.87098,-1.27363,-0.739005,-1.00605,-0.773725,0.284536,0.00768422,0.282019,1.71119
-514.184,0.999283,0.0798111,6,63,0,519.556,1.33298,0.722195,-0.730143,-0.670169,-0.990781,-0.656465,0.0383391,-0.0596707,0.274755,1.88951
-513.363,0.902045,0.0798111,5,63,0,519.194,-0.075843,0.886942,-0.867535,-0.379368,-0.56084,-0.341156,0.178558,-0.232998,0.374932,1.8309
-509.809,0.983421,0.0798111,5,31,0,515.014,0.399373,0.770776,-0.650135,-0.237038,-0.581109,-0.27508,0.241719,-0.216295,0.26392,1.80022
-510.346,0.930901,0.0798111,4,31,0,513.422,0.797705,0.775611,-1.32097,-0.267841,-0.603505,-0.127007,0.243739,-0.0159209,0.221803,1.81954
-511.201,0.96408,0.0798111,5,31,0,513.745,1.16888,0.719122,-1.45397,-0.449031,-0.531141,-0.329374,0.180933,0.0521141,0.313779,1.80407
-513.973,0.999623,0.0798111,6,63,0,517.683,-0.217114,0.893479,-0.613978,-0.663134,-0.691498,-0.470796,0.427195,-0.0940312,0.0893097,1.73117
-511.535,0.914227,0.0798111,6,63,0,517.944,0.0100731,0.882892,-1.18375,-0.555608,-0.861482,-0.776794,0.327516,0.165814,0.261603,1.80237
-510.737,0.903774,0.0798111,6,63,0,515.4,-0.0759671,0.817359,-0.742701,-0.212599,-0.493516,-0.000151556,0.335569,-0.160233,0.203748,1.84614
