# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 9
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
-513.095,0.969232,0.0667181,6,63,0,517.246,0.674736,0.802022,-1.41,0.0474418,-0.270659,0.2079,0.297296,0.072527,0.114251,1.75239
-511.12,0.98502,0.0667181,5,31,0,515.029,0.27425,0.832522,-1.07845,0.0845213,-0.171949,-0.183888,0.277062,-0.0446451,0.13418,1.73233
-512.557,0.992061,0.0667181,6,63,0,515.663,0.949202,0.845811,-0.859966,-0.103458,-0.313089,-0.120443,0.103607,-0.315244,0.1621,1.81358
-512.441,0.988286,0.0667181,6,63,0,515.44,0.614815,0.675185,-1.17642,-0.148636,-0.609978,-0.291136,0.294315,0.00551147,0.319029,1.84406
-514.581,0.999572,0.0667181,6,63,0,518.708,0.228624,0.686118,-0.803581,-0.305536,-0.756603,-0.241856,0.313042,0.164875,0.254887,1.91494
-510.278,0.986968,0.0667181,6,63,0,517.744,-0.404084,0.836574,-0.928517,-0.339589,-0.440702,-0.039965,0.371096,0.051221,0.226539,1.76464
-511.032,0.952156,0.0667181,5,31,0,512.733,-0.0825823,0.762811,-0.842232,-0.131966,-0.678229,-0.268203,0.369621,-0.0540252,0.240355,1.78724
-515.716,0.930101,0.0667181,5,63,0,518.617,0.000113306,0.729437,-1.0202,-0.326084,-0.336114,-0.281007,0.228787,0.350444,0.330841,1.85119
-511.768,0.99868,0.0667181,6,63,0,517.404,1.39608,0.84145,-1.28982,-0.386322,-0.645564,-0.464657,0.166413,-0.35991,0.204645,1.73814
-513.116,0.968444,0.0667181,6,63,0,515.306,1.99687,0.840566,-1.48117,-0.34388,-0.723312,-0.563541,0.145655,-0.254278,0.151017,1.75364
-511.958,0.984556,0.0667181,5,31,0,517.911,1.36999,0.790259,-1.61313,-0.178169,-0.686517,-0.624615,0.191672,-0.123034,0.272337,1.8069
-515.87,0.998396,0.0667181,5,31,0,518.024,2.15429,0.755729,-1.27593,-0.525924,-0.652253,-0.459941,-0.0942798,0.02933,0.19604,1.79037
-515.902,0.722139,0.0667181,6,63,0,522.48,2.36586,0.697768,-1.43048,-0.468746,-0.781219,-0.458773,-0.0340276,-0.09159,0.221425,1.82532
-512.46,0.998259,0.0667181,6,63,0,518.657,0.0693728,0.798207,-0.851304,-0.573857,-0.896229,-0.364981,0.343844,-0.173993,0.288102,1.73437
-512.042,0.991843,0.0667181,6,63,0,515.549,1.5828,0.772855,-1.36108,-0.614946,-0.841663,-0.871193,0.148065,0.124644,0.198903,1.78701
-512.351,0.975138,0.0667181,6,63,0,517.72,-0.586806,0.812293,-0.366455,-0.152812,-0.26844,-0.122409,0.343233,-0.0962926,0.211843,1.8073
-511.851,0.9997,0.0667181,6,63,0,516.076,0.436727,0.787991,-1.31588,-0.159958,-0.234322,-0.113685,0.220018,0.0602418,0.311005,1.74233
-516.931,0.936816,0.0667181,6,63,0,520.683,0.346287,0.809488,-0.939595,0.326114,-0.259701,0.486277,0.186134,-0.271294,0.300065,1.81216
-511.984,0.913565,0.0667181,6,63,0,523.338,0.179827,0.845937,-0.894196,-0.0753373,-0.56407,-0.108814,0.210454,-0.0828646,0.288257,1.78034
-508.984,0.892601,0.0667181,5,63,0,516.181,0.268696,0.800438,-1.03295,-0.157178,-0.466859,-0.248911,0.32922,-0.0377238,0.17158,1.75345
-509.752,0.999023,0.0667181,6,63,0,511.701,1.05043,0.775425,-0.986677,-0.261995,-0.411709,-0.42213,0.283191,-0.339304,0.163952,1.79321
-511.766,0.985765,0.0667181,6,63,0,513.524,0.624595,0.831642,-1.13223,-1.03412,-1.21253,-0.691224,0.220084,0.176028,0.298105,1.76783
-509.927,0.998435,0.0667181,6,63,0,514.897,0.25874,0.837912,-1.12957,-0.358495,-0.401611,-0.485242,0.316731,-0.0426374,0.219031,1.81123
-509.82,0.999286,0.0667181,6,63,0,511.691,1.21096,0.722268,-0.950205,-0.518394,-0.564874,-0.564484,0.181246,-0.190442,0.260782,1.76391
-510.516,0.990766,0.0667181,6,95,0,516.496,0.488657,0.744651,-0.865069,-0.466045,-0.523366,-0.0288337,0.303685,-0.161197,0.244849,1.78994
-512.827,0.944916,0.0667181,5,31,0,515.628,1.0874,0.865297,-0.958455,-0.271396,-0.689153,-0.634531,0.117445,-0.386115,0.271845,1.7593
-514.214,0.986143,0.0667181,5,63,0,518.019,1.01464,0.910161,-0.944372,-0.321806,-0.676273,-0.536404,0.0296327,-0.287239,0.271682,1.7737
-510.172,0.991041,0.0667181,5,63,0,516.198,0.543918,0.837821,-1.15407,-0.503775,-0.646458,-0.259798,0.185059,-0.066491,0.34,1.74819
-510.031,0.982279,0.0667181,6,63,0,513.103,1.2888,0.785123,-1.20778,-0.304502,-0.685872,-0.492237,0.253026,-0.177793,0.168595,1.68716
-514.422,0.832637,0.0667181,5,63,0,518.526,1.21982,0.813092,-1.24089,-0.170625,-0.471481,-0.894474,0.148624,-0.190939,0.187568,1.74085
-511.681,0.996293,0.0667181,5,31,0,517.086,1.13829,0.79034,-1.23478,-0.201049,-0.603204,-0.868272,0.191064,-0.165367,0.242154,1.74715
-511.99,0.999524,0.0667181,6,63,0,516.328,0.878143,0.836343,-0.997397,-0.348081,-0.518179,-0.842556,0.0984857,-0.0955243,0.255299,1.73566
-509.992,0.991657,0.0667181,5,31,0,513.339,0.954914,0.808945,-1.02647,-0.489098,-0.642482,-0.59857,0.0910182,-0.00487438,0.243024,1.73197
-513.473,0.819466,0.0667181,5,63,0,517.779,0.562765,0.792288,-1.16875,-0.364266,-0.721949,-0.278161,0.381993,-0.360733,0.337581,1.74915
-516.467,0.977306,0.0667181,5,47,0,523.29,1.66131,0.783534,-1.1981,-0.655254,-0.501556,-0.674845,0.119376,0.0135181,0.0909253,1.923
-517.906,0.938306,0.0667181,6,63,0,524.155,1.92716,0.82828,-1.8797,-0.17585,-0.645256,-0.393644,0.0690439,-0.174795,0.260392,1.93989
-514.465,0.995982,0.0667181,5,31,0,521.613,1.89566,0.821199,-1.59069,-0.440708,-0.594138,-0.277051,0.0844418,-0.0779435,0.145382,1.89282
-515.9,0.969241,0.0667181,5,31,0,519.823,1.83117,0.782028,-1.55923,-0.571893,-0.37293,-0.2294,0.103751,-0.0879853,0.171009,1.8798
-511.825,0.967501,0.0667181,5,31,0,518.097,1.02767,0.782185,-1.23456,-0.38151,-0.984129,-0.868723,0.276206,0.00808502,0.229556,1.79007
-513.286,0.962114,0.0667181,5,31,0,515.238,0.811458,0.779425,-1.39813,-0.689139,-0.643505,-0.564296,0.281172,0.177124,0.272938,1.79066
-509.808,0.999835,0.0667181,5,63,0,514.806,1.07931,0.792901,-1.31803,-0.31059,-0.76515,-0.525876,0.317889,-0.12815,0.190204,1.81284
-513.91,0.909079,0.0667181,5,31,0,516.25,0.773301,0.824177,-1.01112,-0.768514,-0.667974,-0.73199,0.166812,-0.0884249,0.251874,1.66788
-511.02,1,0.0667181,6,63,0,516.261,0.766539,0.773774,-0.987449,-0.389595,-0.570064,-0.27258,0.399342,-0.242891,0.158887,1.81109
-508.638,0.998802,0.0667181,5,63,0,512.39,0.819613,0.771302,-1.14712,-0.337147,-0.658441,-0.403054,0.28732,-0.184482,0.261523,1.73699
-509.554,0.967117,0.0667181,6,63,0,510.635,1.31555,0.805109,-1.30855,-0.438972,-0.836054,-0.720863,0.176449,-0.00338083,0.177593,1.80258
-510.155,0.957357,0.0667181,6,63,0,512.077,1.60824,0.77574,-1.31792,-0.946012,-1.20859,-0.90083,0.16862,-0.150331,0.31582,1.75562
-513.9,0.959329,0.0667181,5,31,0,515.041,1.22251,0.768626,-1.32802,-0.944577,-1.27231,-0.823409,0.184932,-0.166135,0.478001,1.76134
-512.314,0.862445,0.0667181,6,63,0,519.002,0.535985,0.758469,-0.61391,-0.687515,-0.744974,-0.566755,0.145885,0.0404552,0.300732,1.81826
-511.835,0.921918,0.0667181,5,63,0,520.055,0.449125,0.758629,-0.594175,-0.697063,-0.727979,-0.584597,0.13568,0.0245152,0.294203,1.80819
-513.12,0.881778,0.0667181,6,63,0,520.518,1.04552,0.867673,-1.4742,-1.16995,-1.21218,-0.797277,0.249652,0.0117482,0.279291,1.76557
-514.988,0.991058,0.0667181,5,31,0,519.917,0.965778,0.866152,-1.56153,-1.28746,-1.19786,-1.00452,0.319455,-0.00611187,0.327437,1.80051
-516.277,0.999811,0.0667181,6,63,0,521.838,0.35047,0.75523,-0.853217,-0.614736,-1.14141,-0.951765,0.475967,0.132272,0.0914759,1.85012
-514.594,0.953305,0.0667181,6,63,0,523.648,0.483482,0.792717,-1.04484,-0.67161,-0.957435,-0.913097,0.42251,0.200974,0.094597,1.86446
-513.556,0.999118,0.0667181,6,63,0,518.968,1.18306,0.744864,-1.11517,0.0889833,-0.327846,0.0657981,0.1379,-0.386949,0.328443,1.7686
-511.332,0.999945,0.0667181,6,63,0,518.141,0.582911,0.786653,-0.619538,-0.804895,-1.10588,-0.86541,0.232667,-0.073045,0.232139,1.75245
-512.676,0.998911,0.0667181,6,63,0,517.39,2.31139,0.747396,-1.83316,-0.198807,-0.46519,-0.413491,0.216317,-0.200816,0.120105,1.78839
-510.912,0.999881,0.0667181,6,63,0,515.968,-0.267481,0.799039,-0.399894,-0.376308,-0.631873,-0.168143,0.252649,-0.0930665,0.28134,1.77107
-511.247,0.873421,0.0667181,6,63,0,515.573,1.08753,0.775932,-1.53746,-0.247132,-0.542487,-0.371072,0.265132,0.0663547,0.14659,1.7756
-511.003,0.966424,0.0667181,6,63,0,514.324,1.54655,0.750952,-1.36272,-0.187052,-0.443523,-0.223745,0.24432,-0.186238,0.172733,1.79429
-511.775,0.976401,0.0667181,6,63,0,514.006,1.40353,0.761748,-1.53796,-0.155377,-0.634792,-0.140464,0.271921,-0.147718,0.217931,1.7346
-511.797,0.999964,0.0667181,6,63,0,514.041,1.35285,0.741298,-1.54761,-0.168014,-0.464402,-0.0694017,0.243547,-0.213282,0.27981,1.73425
-513.227,0.846715,0.0667181,6,63,0,516.767,1.50092,0.723752,-1.39238,-0.0350735,-0.383737,0.1074,0.142189,-0.236197,0.254854,1.6959
-511.56,0.996378,0.0667181,5,31,0,513.935,1.31599,0.72546,-1.25146,-0.148191,-0.385277,-0.0606199,0.162923,-0.195803,0.287942,1.70386
-512.579,0.896281,0.0667181,6,63,0,516.213,-0.291225,0.867898,-1.05898,-0.714357,-0.899109,-0.580392,0.415441,0.127601,0.201462,1.81333
-511.569,0.948639,0.0667181,6,63,0,518.402,2.02275,0.760853,-1.31875,-0.362267,-0.921564,-0.593344,0.0147663,-0.192062,0.262458,1.78659
-514.866,0.692145,0.0667181,6,63,0,519.652,0.335275,0.770652,-0.926489,-0.657964,-1.08231,-0.481937,0.388347,-0.16018,0.234258,1.81962
-511.887,0.991592,0.0667181,6,63,0,517.308,1.07836,0.780798,-1.24773,-0.280863,-0.566078,-0.631009,0.152231,-0.0861525,0.223699,1.74083
-512.827,0.999296,0.0667181,6,63,0,516.834,0.0759232,0.833313,-0.996585,-0.866302,-1.04383,-1.04799,0.379012,-0.0892206,0.331626,1.81467
-512.862,0.905739,0.0667181,6,127,0,517.089,1.91528,0.83158,-1.31496,-0.89554,-1.24921,-0.771534,0.17994,-0.249089,0.148039,1.80952
-513.363,0.981935,0.0667181,6,63,0,516.353,1.59514,0.659236,-1.24137,-0.578241,-0.875632,-0.779091,0.158468,-0.188401,0.371671,1.76564
-514.312,0.999837,0.0667181,6,63,0,518.147,2.36464,0.707692,-1.80521,-0.826411,-1.18431,-0.547882,0.166527,-0.0355149,0.268928,1.74864
-516.399,0.967639,0.0667181,6,63,0,520.745,2.27131,0.667604,-1.79363,-0.513427,-0.888478,-0.569648,0.00648864,-0.017417,0.414265,1.77764
-518.628,0.908734,0.0667181,6,63,0,522.953,2.37479,0.624494,-1.66575,-0.180784,-0.745785,-0.424244,-0.00158702,-0.065739,0.41375,1.84576
-509.634,0.999991,0.0667181,5,31,0,520.618,0.685392,0.745335,-1.01721,-0.566213,-0.692855,-0.269591,0.184686,0.0138161,0.325749,1.76432
-509.195,0.980726,0.0667181,5,63,0,514.541,0.698961,0.745812,-1.09388,-0.558003,-0.744461,-0.376311,0.214205,0.0271343,0.328242,1.78388
-512.509,0.996283,0.0667181,6,63,0,513.287,0.624389,0.735284,-1.036,-0.590697,-1.03347,-0.5117,0.178517,-0.0836321,0.467947,1.74791
-511.15,0.928097,0.0667181,5,31,0,516.557,0.309739,0.839724,-0.885535,-0.643793,-0.645464,-0.751754,0.291915,0.0571148,0.192741,1.74718
-514.556,0.995728,0.0667181,6,63,0,522.888,2.45015,0.662508,-1.13882,-0.513109,-0.632637,-0.672723,0.0582189,-0.21113,0.134732,1.84748
-513.45,0.913756,0.0667181,6,63,0,520.975,2.20441,0.752596,-1.69715,-0.531572,-0.990214,-0.631978,0.191205,-0.405825,0.29552,1.78578
-512.026,0.948662,0.0667181,6,63,0,518.603,-0.101835,0.795584,-0.803094,-0.0661488,-0.43669,-0.355564,0.315726,0.155053,0.114545,1.78877
-512.422,0.984212,0.0667181,5,63,0,517.785,0.982578,0.649598,-1.06225,-0.412809,-0.577966,-0.379502,0.331385,0.00898373,0.232149,1.75739
-513.145,0.980196,0.0667181,6,63,0,519.005,0.976755,0.706419,-0.959883,-0.670761,-0.574596,-0.480903,0.288483,0.0559843,0.176825,1.74887
-513.919,0.980336,0.0667181,6,63,0,517.425,1.37481,0.659381,-1.17193,-0.234638,-0.937503,-0.503628,0.222516,-0.0306566,0.299282,1.77162
-511.065,0.990362,0.0667181,5,31,0,516.315,1.32078,0.704596,-1.35451,-0.498651,-0.799813,-0.327565,0.272863,-0.161087,0.267884,1.73823
-516.26,0.931979,0.0667181,6,63,0,518.985,0.140882,0.885435,-0.770128,-0.00669802,-0.678357,-0.535332,0.10569,-0.00608754,0.285469,1.74018
-514.896,0.987784,0.0667181,5,31,0,519.121,0.266226,0.890709,-1.10718,-0.476711,-0.24992,-0.101202,0.261667,-0.0235208,0.205988,1.76597
-514.784,0.954328,0.0667181,6,63,0,517.964,0.39607,0.876419,-1.06872,-0.137386,-0.825566,-0.651612,0.22101,-0.0212576,0.267617,1.82153
-518.031,0.95682,0.0667181,5,63,0,523.601,0.083312,0.788317,-0.977,-0.993297,-0.837735,-0.302549,0.526579,-0.121151,0.276307,1.77448
-512.077,0.952688,0.0667181,5,31,0,519.678,0.319338,0.828617,-0.758377,-0.343192,-0.958875,-0.777982,0.343977,-0.192523,0.186318,1.76503
-513.421,0.984749,0.0667181,5,31,0,517.187,-0.30772,0.827112,-0.908176,-0.8593,-0.691901,-0.285474,0.409434,-0.0268445,0.311196,1.77165
-516.192,0.967631,0.0667181,5,31,0,522.703,-0.381757,0.756663,-1.04425,-0.25115,-0.637237,-0.722151,0.414984,0.0602279,0.388401,1.80843
-520.128,0.986986,0.0667181,5,63,0,527.402,0.392655,0.953177,-1.68003,-0.457197,-0.550998,-0.0443454,0.144991,0.299308,0.223567,1.87217
-518.033,0.938089,0.0667181,6,63,0,524.479,0.932881,0.67236,-0.570407,-1.03375,-1.23286,-1.11268,0.322672,-0.267723,0.328845,1.71547
-512.024,0.981498,0.0667181,6,63,0,521.251,0.575272,0.873856,-1.39091,-0.0354344,-0.4695,-0.146328,0.227349,-0.0152726,0.169569,1.80664
-514.246,0.999927,0.0667181,6,63,0,516.624,2.38136,0.64181,-1.21419,-0.339567,-0.829004,-0.707169,0.290832,-0.442667,0.0992495,1.77659
-511.552,0.999561,0.0667181,6,63,0,516.977,-0.0711387,0.918682,-1.22143,-0.624561,-0.873979,-0.708895,0.282963,0.136573,0.269004,1.76587
