# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_00_model
# start_datetime = 2023-03-29 00:38:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.data.json
# init = 2 (Default)
# random
#   seed = 4
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_00/PDB_00.output4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma
-511.659,0.941115,0.0587252,6,63,0,514.556,0.210699,0.795823,-0.979989,-0.27896,-0.698302,-0.215705,0.122604,0.239839,0.312979,1.82818
-509.969,0.993491,0.0587252,6,63,0,515.917,0.66847,0.781667,-1.23086,-0.227498,-0.5698,-0.49166,0.397274,-0.175825,0.185933,1.77766
-509.556,0.972793,0.0587252,6,63,0,513.147,0.826224,0.75249,-1.12359,-0.280909,-0.412886,-0.208509,0.165938,-0.00124594,0.268144,1.81806
-511.608,0.971862,0.0587252,6,63,0,513.553,-0.301,0.90458,-0.804657,-0.44615,-0.599602,-0.504671,0.323169,-0.0699565,0.250798,1.70783
-511.366,0.99799,0.0587252,6,127,0,516.889,1.07281,0.68559,-0.979318,-0.271746,-0.569425,-0.254338,0.188221,-0.0222623,0.246321,1.87064
-510.096,0.999809,0.0587252,6,63,0,514.529,0.152874,0.8976,-0.902174,-0.733017,-0.977022,-0.633094,0.260919,-0.0674271,0.275428,1.74606
-510.035,0.99288,0.0587252,6,63,0,513.367,0.646952,0.746795,-1.16598,-0.181078,-0.491339,-0.41334,0.358616,-0.0230077,0.1623,1.83272
-511.553,0.90281,0.0587252,6,63,0,519.855,1.07183,0.83979,-0.991799,-0.859305,-1.0293,-0.66916,0.319931,-0.284276,0.148429,1.83784
-511.346,0.996863,0.0587252,6,63,0,518.395,0.730239,0.73465,-0.828365,-0.948578,-1.15152,-0.853792,0.233662,-0.0412611,0.365713,1.77145
-513.604,0.960739,0.0587252,6,63,0,517.334,1.0121,0.877946,-1.34129,-0.410473,-0.509003,-0.970932,0.270413,-0.06807,0.126277,1.7898
-512.641,0.999583,0.0587252,6,63,0,516.43,0.983398,0.860178,-1.28008,-0.292544,-0.662212,-0.92786,0.337502,-0.212465,0.117196,1.80436
-512.825,0.977197,0.0587252,6,63,0,517.868,1.18747,0.645467,-1.18814,-0.0988114,-0.552732,-0.204957,0.200851,-0.16271,0.355518,1.76958
-510.754,0.979547,0.0587252,6,63,0,517.491,0.936958,0.854837,-0.953192,-0.428244,-0.758092,-0.861012,0.154986,-0.168954,0.225937,1.7647
-509.695,0.954668,0.0587252,6,63,0,512.998,0.799518,0.850568,-1.25952,-0.54454,-0.606978,-0.476876,0.196355,-0.0185646,0.210367,1.78395
-516.821,0.943399,0.0587252,6,63,0,518.954,-0.944605,0.772219,-0.437551,-0.532814,-0.586946,-0.186258,0.253074,0.0417498,0.452486,1.89254
-514.363,0.935918,0.0587252,6,63,0,521.067,1.74288,0.806696,-1.59729,-0.453317,-0.649759,-0.932894,0.158876,-0.128581,0.171778,1.69955
-515.324,0.996985,0.0587252,6,63,0,524.851,0.501055,0.693508,-0.716602,-0.074927,-0.207178,-0.0730971,0.327745,-0.349718,0.301374,1.81223
-519.212,0.999395,0.0587252,6,63,0,524.188,-0.24111,0.872811,-0.95763,0.396831,0.357757,0.157479,0.387272,0.0210173,-0.0164216,1.79802
-511.321,0.997048,0.0587252,6,63,0,520.658,0.191232,0.7333,-0.800292,-0.577726,-0.719931,-0.439831,0.27431,-0.113891,0.379913,1.76869
-512.792,0.999964,0.0587252,6,63,0,516.091,0.79589,0.871214,-1.1733,-0.81983,-0.743717,-0.977492,0.230592,0.109093,0.170858,1.78685
-512.89,0.926198,0.0587252,6,63,0,519.283,0.44544,0.730479,-0.77334,-0.373229,-0.355087,-0.0169629,0.318193,-0.227037,0.281376,1.76733
-513.539,0.986462,0.0587252,6,63,0,517.795,0.82053,0.696296,-0.945068,0.141933,-0.518147,-0.225311,0.280019,-0.152854,0.235857,1.83679
-511.905,0.89098,0.0587252,5,31,0,517.55,0.84303,0.688632,-0.864268,-0.0661328,-0.586919,-0.27342,0.305831,-0.247821,0.237724,1.84999
-512.531,0.961925,0.0587252,6,63,0,516.378,0.885541,0.702932,-1.16677,-0.444889,-0.318628,-0.183183,0.31455,0.0100584,0.164551,1.79856
-510.853,0.990827,0.0587252,6,127,0,519.521,0.0334225,0.745663,-0.999617,-0.325868,-0.365702,-0.0803738,0.317831,0.0668567,0.299299,1.80886
-510.494,0.999423,0.0587252,6,127,0,512.59,0.898165,0.818764,-1.0848,-0.238624,-0.248402,-0.290846,0.196148,-0.170746,0.156692,1.73365
-513.254,0.999701,0.0587252,6,63,0,515.823,0.935176,0.860816,-1.63527,-0.294941,-0.733926,-0.247514,0.223179,-0.00826715,0.256253,1.69758
-510.587,0.976414,0.0587252,5,63,0,516.38,0.55528,0.773548,-1.11689,-0.16408,-0.17557,-0.245455,0.311451,0.000248577,0.143623,1.77797
-511.464,0.942093,0.0587252,6,63,0,514.488,0.106656,0.773052,-0.807294,-0.165285,-0.282532,-0.12168,0.216025,-0.198507,0.3338,1.79284
-510.358,0.999278,0.0587252,5,63,0,517.199,-0.1589,0.801409,-0.945732,-0.152849,-0.212689,0.077623,0.298836,0.00517823,0.240561,1.77129
-510.922,0.999372,0.0587252,6,127,0,516.69,1.32153,0.749342,-0.987693,-0.837974,-0.899982,-0.872372,0.245666,-0.215124,0.240684,1.85798
-515.059,0.933708,0.0587252,6,63,0,519.609,0.636745,0.892787,-1.29865,-0.618911,-0.764826,-0.527717,0.440387,-0.113002,0.0385107,1.69879
-511.061,0.922938,0.0587252,6,63,0,518.7,0.414989,0.830282,-0.826092,-0.723248,-0.91882,-0.81768,0.195479,-0.123107,0.321439,1.85299
-514.07,0.883902,0.0587252,6,63,0,516.918,0.784819,0.770606,-0.678399,-0.725587,-1.06073,-1.00414,0.167041,-0.0845789,0.355046,1.80842
-516.08,0.967135,0.0587252,6,63,0,521.364,0.621053,0.838646,-0.780059,-1.27447,-1.57892,-1.19562,0.252913,0.0534294,0.326221,1.79302
-513.843,0.997524,0.0587252,6,95,0,520.916,1.07909,0.796599,-1.26414,-0.385125,-0.548696,-0.213984,0.0493761,-0.0160743,0.383638,1.82394
-512.787,0.998152,0.0587252,5,31,0,515.832,0.813721,0.784831,-1.21952,-0.444575,-0.58745,-0.213797,0.071447,-0.0421448,0.364387,1.82206
-515.945,0.970638,0.0587252,6,63,0,520.012,0.394378,0.838654,-1.20522,-0.249843,-0.795315,-0.0409106,0.124229,-0.143053,0.397275,1.81801
-515.757,0.996836,0.0587252,6,95,0,519.958,-0.0839776,0.839714,-1.02734,-0.340911,-0.700833,0.129482,0.158844,-0.054911,0.395598,1.82563
-510.572,0.999697,0.0587252,6,63,0,520.664,0.739237,0.797789,-1.1321,-0.752503,-0.843865,-0.730748,0.37317,-0.0556096,0.211904,1.8295
-512.517,0.96842,0.0587252,6,63,0,516.869,1.56997,0.683078,-1.1146,-0.17841,-0.55875,-0.491052,0.12459,-0.300551,0.28134,1.77217
-511.859,0.993314,0.0587252,6,63,0,517.041,0.090488,0.865081,-0.902121,-0.494377,-0.662949,-0.13442,0.348988,-0.167234,0.244056,1.7222
-512.324,0.976706,0.0587252,6,63,0,514.345,0.482305,0.770864,-0.915047,-0.178718,-0.310885,-0.396919,0.189985,0.0961268,0.231113,1.83852
-513.237,0.909442,0.0587252,6,63,0,518.962,0.478896,0.770251,-0.927126,-0.128101,-0.289585,-0.0778328,0.219668,0.0745144,0.216544,1.79083
-511.361,0.984152,0.0587252,6,63,0,517.32,-0.452713,0.777263,-0.626411,-0.18929,-0.657017,-0.212102,0.316738,-0.0119339,0.32733,1.71418
-515.065,0.982367,0.0587252,6,127,0,521.937,0.47614,0.727743,-1.22979,-0.628944,-0.854732,-0.281596,0.434273,-0.100018,0.307949,1.66233
-518.684,0.98496,0.0587252,6,63,0,521.983,1.17344,0.907761,-1.12439,-0.978544,-1.28888,-1.26708,-0.0106614,0.129921,0.264798,1.91942
-515.138,0.985274,0.0587252,6,63,0,524.345,1.32123,0.639038,-0.990451,-0.00939717,-0.468209,-0.205171,0.302616,-0.228689,0.127247,1.67521
-510.832,0.976093,0.0587252,5,31,0,516.549,1.40298,0.699559,-1.1657,-0.036758,-0.30519,-0.229171,0.216456,-0.254091,0.189432,1.71618
-509.852,0.97732,0.0587252,6,63,0,512.393,0.411117,0.850393,-1.11547,-0.626688,-0.740388,-0.643654,0.300521,-0.0499079,0.262725,1.84222
-510.112,0.991771,0.0587252,6,63,0,511.749,0.720293,0.779283,-0.718485,-0.293013,-0.69805,-0.300237,0.163824,-0.228409,0.240293,1.76648
-512.157,0.953524,0.0587252,6,63,0,516.506,0.239947,0.705631,-1.00202,-0.277868,-0.598799,-0.364977,0.39865,0.173212,0.200825,1.81152
-513.223,0.999492,0.0587252,6,63,0,519.857,2.41228,0.749637,-1.36808,-0.223971,-0.729037,-0.569915,0.247765,-0.472362,0.0423079,1.79574
-511.558,0.983823,0.0587252,6,63,0,516.044,1.77333,0.653622,-1.06481,-0.598383,-0.70039,-0.652637,0.217127,-0.164601,0.202452,1.80059
-511.576,0.996181,0.0587252,6,63,0,514.76,0.87649,0.89424,-1.29118,-0.680586,-0.713711,-0.929536,0.199888,-0.0982622,0.232829,1.75401
-512.014,0.951491,0.0587252,6,63,0,515.089,0.554366,0.776582,-1.11904,-0.839858,-1.12326,-0.525207,0.191158,0.105213,0.374182,1.84638
-510.052,0.996739,0.0587252,5,31,0,512.571,0.536987,0.801041,-1.00565,-0.828445,-0.999843,-0.615647,0.208339,0.0855811,0.325629,1.82717
-511.278,0.737167,0.0587252,3,7,0,514.524,0.45396,0.798869,-1.01995,-0.843477,-1.0071,-0.622505,0.200259,0.0729737,0.323085,1.82468
-510.947,0.994863,0.0587252,6,127,0,512.773,0.239149,0.808761,-0.879116,-0.702401,-0.914561,-0.623488,0.200811,0.0422478,0.317724,1.84932
-511.866,0.990708,0.0587252,6,63,0,513.767,-0.356147,0.804359,-0.779165,-0.336954,-0.64155,-0.244226,0.18466,0.1103,0.36219,1.82716
-519.522,0.997974,0.0587252,6,63,0,524.338,0.965509,0.78345,-1.5289,-0.46542,-0.737661,-0.297537,-0.0689927,0.359397,0.408489,1.86846
-509.841,0.994557,0.0587252,5,63,0,521.518,1.6737,0.796644,-1.39297,-0.429218,-0.711503,-0.543599,0.0910058,-0.204656,0.282746,1.79554
-510.959,0.998011,0.0587252,6,63,0,514.155,2.0177,0.736891,-1.51543,-0.858815,-1.10261,-1.04136,0.27565,-0.144292,0.184279,1.77414
-511.834,0.99655,0.0587252,6,63,0,515.01,2.21168,0.755195,-1.74454,-0.736636,-0.837094,-0.64723,0.133233,-0.0847514,0.233378,1.81564
-512.855,0.997968,0.0587252,6,63,0,515.189,-0.022503,0.833815,-0.447234,-0.896286,-1.04779,-0.909464,0.261291,-0.147595,0.345861,1.76551
-510.446,0.981314,0.0587252,6,63,0,516.769,0.613987,0.820507,-0.902831,-0.589688,-0.915068,-0.674679,0.266609,-0.0392685,0.203912,1.67313
-509.137,0.997062,0.0587252,6,63,0,512.66,1.34557,0.727729,-1.14914,-0.401191,-0.782026,-0.51899,0.18503,-0.163892,0.291495,1.79377
-509.035,0.998199,0.0587252,5,63,0,512.677,1.54202,0.789631,-1.30962,-0.561417,-0.72727,-0.62952,0.128595,-0.133288,0.257618,1.76347
-509.568,0.99995,0.0587252,6,63,0,510.645,1.57687,0.738396,-1.19913,-0.49172,-0.708153,-0.52633,0.0718131,-0.102385,0.285253,1.76005
-508.983,0.934176,0.0587252,6,63,0,511.674,0.653177,0.798787,-1.09405,-0.361725,-0.526138,-0.350843,0.364292,-0.173854,0.161602,1.79209
-509.851,0.978941,0.0587252,5,31,0,510.669,0.619959,0.800717,-1.06054,-0.255723,-0.593444,-0.459624,0.344977,-0.219337,0.182347,1.84438
-513.194,0.992631,0.0587252,6,63,0,519.585,-0.337691,0.827322,-1.06242,-0.85232,-0.970553,-0.392663,0.475656,0.102737,0.272166,1.75345
-512.93,0.900349,0.0587252,6,63,0,519.647,0.96315,0.80141,-0.916065,-0.0541489,-0.184583,-0.272012,0.174967,-0.161408,0.140857,1.84681
-512.171,0.950346,0.0587252,6,127,0,517.633,0.0252398,0.760636,-1.07492,-0.357323,-0.577485,-0.630148,0.371301,0.0267128,0.296392,1.71512
-512.14,0.999855,0.0587252,6,63,0,516.501,-0.0456448,0.877198,-1.00414,-0.587067,-0.824603,-0.346325,0.346753,-0.0575411,0.283367,1.6704
-511.086,0.999565,0.0587252,6,63,0,517.241,0.839939,0.874541,-1.53377,-0.734509,-0.935654,-0.584787,0.280561,-0.0577139,0.276042,1.79514
-509.776,0.981937,0.0587252,6,63,0,513.019,0.749798,0.844583,-1.2664,-0.400864,-0.708603,-0.714149,0.242537,-0.0460804,0.237425,1.83235
-514.972,0.997007,0.0587252,6,63,0,517.462,1.12261,0.825156,-1.19547,-0.198282,-0.322617,-0.156979,0.294738,-0.200239,0.0249688,1.93505
-509.804,0.999384,0.0587252,5,63,0,519.003,0.51515,0.741784,-0.820473,-0.402716,-0.751835,-0.441968,0.291163,-0.231646,0.310506,1.78932
-515.62,0.852146,0.0587252,5,63,0,517.392,0.978109,0.639914,-1.08641,-0.543395,-0.74126,-0.403226,0.312138,-0.221328,0.338445,1.80025
-514.6,0.997175,0.0587252,6,63,0,521.426,1.66977,0.745507,-1.7025,-0.270336,-0.79952,-0.192628,0.255276,-0.210333,0.211248,1.79083
-511.532,0.933605,0.0587252,6,63,0,518.558,1.35992,0.780747,-0.902906,-0.493882,-0.958332,-1.03596,0.232316,-0.237888,0.156628,1.75962
-512.235,1,0.0587252,6,63,0,514.524,1.54293,0.707853,-1.23564,-1.07299,-1.18023,-0.730814,0.231406,-0.0702901,0.324256,1.79277
-510.51,0.978022,0.0587252,6,63,0,515.762,-0.0329887,0.829226,-0.851823,-0.0584079,-0.41798,-0.383411,0.273901,0.048244,0.203404,1.75342
-510.436,0.999952,0.0587252,6,127,0,513.814,0.18719,0.878549,-1.14675,-0.60367,-0.821495,-0.402404,0.367496,0.0104806,0.172402,1.76247
-510.173,0.989645,0.0587252,6,95,0,514.382,1.12564,0.784173,-1.25211,-0.255042,-0.449448,-0.552508,0.271538,-0.2015,0.187539,1.84934
-512.047,0.981298,0.0587252,6,63,0,514.262,0.872168,0.764776,-0.606835,-0.16384,-0.407048,-0.0317304,0.188804,-0.283809,0.145259,1.7513
-514.341,0.984926,0.0587252,6,63,0,518.692,1.20825,0.777077,-1.75422,-0.467886,-0.728826,-0.0598547,0.348338,-0.0587267,0.25698,1.79835
-514.498,0.989726,0.0587252,6,63,0,519.817,0.16838,0.700227,-0.789211,-0.500589,-0.831708,-0.776915,0.298824,0.233524,0.299319,1.86105
-513.687,0.985044,0.0587252,6,63,0,523.634,0.201331,0.737037,-0.740862,-0.36935,-0.68546,-0.771411,0.338123,0.175441,0.181155,1.83338
-513.439,0.981466,0.0587252,6,63,0,520.52,1.0845,0.827384,-1.22296,-0.408271,-0.81663,-0.114179,0.344204,-0.356718,0.1985,1.7419
-514.137,0.999888,0.0587252,6,63,0,519.095,1.29104,0.667769,-1.1439,-0.300743,-0.631458,-0.701306,0.361237,-0.0644933,0.148676,1.89185
-511.415,0.999383,0.0587252,6,63,0,517.535,0.0260836,0.84447,-0.944196,-0.683134,-0.892314,-0.187875,0.287657,-0.118544,0.365787,1.77254
-512.678,0.922005,0.0587252,6,63,0,516.383,0.765495,0.708121,-0.731699,-0.371011,-0.648957,-0.676142,0.276647,-0.206109,0.210685,1.70727
-516.893,0.860374,0.0587252,6,63,0,523.619,-0.856233,0.887319,-1.14148,0.315531,0.221945,0.278682,0.348671,0.0549591,0.213936,1.83053
-514.694,0.998521,0.0587252,6,63,0,521.168,0.030146,0.703151,-0.493202,-0.28932,-0.866173,-0.293658,0.388194,0.045162,0.189664,1.80376
-512.22,0.99974,0.0587252,5,63,0,518.537,0.321165,0.689864,-0.752831,-0.575518,-0.790253,-0.548177,0.314241,0.153323,0.240684,1.79141
-510.372,0.971838,0.0587252,5,31,0,516.206,-0.0151616,0.766438,-0.648256,-0.491734,-0.824509,-0.482781,0.308231,-0.127136,0.33522,1.74599
-510.888,0.998803,0.0587252,6,63,0,512.761,-0.00939136,0.752652,-0.633419,-0.453411,-0.925369,-0.32405,0.269121,-0.0441728,0.343765,1.76635
-509.708,0.99299,0.0587252,6,63,0,512.924,0.381485,0.835036,-1.06661,-0.284071,-0.475823,-0.448336,0.250143,-0.00645816,0.193014,1.70302
-511.404,0.929959,0.0587252,5,63,0,513.719,0.470855,0.749093,-0.865565,-0.229431,-0.593383,-0.448602,0.188643,0.109952,0.195448,1.77204
-509.052,0.986929,0.0587252,6,63,0,513.303,0.781219,0.804466,-0.837178,-0.387601,-0.650034,-0.537796,0.191825,-0.117645,0.183189,1.79994
-510.056,0.997651,0.0587252,6,63,0,513.407,1.05259,0.799496,-1.33803,-0.919846,-1.18573,-0.714474,0.295876,-0.0349778,0.278975,1.76855
-510.655,0.997436,0.0587252,6,127,0,515.162,0.152889,0.754875,-0.695771,0.0810218,-0.223163,0.148343,0.25739,-0.170881,0.221048,1.78077
-510.939,0.999522,0.0587252,6,63,0,512.457,0.441944,0.735415,-1.02732,0.102133,-0.153873,0.0974842,0.22647,0.0655993,0.186002,1.77893
-510.197,0.991352,0.0587252,6,63,0,514.025,0.157599,0.862236,-0.859109,-0.611119,-0.679525,-0.309887,0.306726,-0.203406,0.266098,1.77701
-510.833,0.96099,0.0587252,5,63,0,513.208,0.385782,0.861504,-1.07597,-0.506843,-1.00429,-0.405571,0.288226,-0.186875,0.291314,1.7962
-510.135,0.97703,0.0587252,6,63,0,514.224,0.74658,0.722361,-1.05986,0.0448292,-0.267172,0.0210904,0.240382,-0.0302984,0.18167,1.75926
-509.271,0.99953,0.0587252,6,63,0,513.342,0.421343,0.789162,-1.08685,-0.544458,-0.834221,-0.560827,0.240838,0.0770978,0.311006,1.83561
-511.892,0.918653,0.0587252,6,63,0,515.462,1.44903,0.830444,-1.16194,-0.794881,-1.07342,-0.632329,0.256218,-0.150936,0.150927,1.7437
-511.212,0.999516,0.0587252,6,63,0,513.926,1.0069,0.795109,-1.02011,-0.865289,-1.18153,-1.19128,0.229168,-0.168099,0.333519,1.77811
-515.155,0.944292,0.0587252,5,31,0,517.846,0.700683,0.768902,-0.576383,-1.03161,-1.43648,-1.03159,0.327404,-0.125747,0.254962,1.72674
-513.88,0.997917,0.0587252,6,63,0,521.345,0.196446,0.846794,-0.653582,-0.786701,-0.932099,-0.780212,0.0999495,0.0214312,0.394981,1.88701
-514.62,0.996999,0.0587252,6,63,0,519.787,0.935063,0.747606,-1.25151,-0.203724,-0.2496,-0.508434,0.428561,-0.0881295,0.0412733,1.68735
-512.941,0.984258,0.0587252,6,63,0,518.11,0.768115,0.830499,-1.06427,-0.914251,-1.12603,-0.703303,0.0669278,-0.0425135,0.442807,1.85729
-511.296,0.997395,0.0587252,5,31,0,513.867,0.906118,0.779656,-1.14686,-0.680629,-1.16643,-0.746297,0.121407,0.0041323,0.401897,1.83109
-512.77,0.990888,0.0587252,6,127,0,517.051,0.127741,0.819087,-1.02047,0.0944846,-0.193858,-0.469683,0.357745,-0.0517101,0.123797,1.73984
-511.08,0.993605,0.0587252,6,63,0,515.537,0.409553,0.840064,-1.17419,-0.111161,-0.255099,-0.435897,0.259105,0.0504457,0.158177,1.74887
-513.484,0.999077,0.0587252,5,63,0,516.435,1.13153,0.823164,-1.50909,-0.467418,-0.797459,-0.189772,0.14646,0.177159,0.194418,1.74074
-512.124,0.95915,0.0587252,6,63,0,520.684,0.815359,0.757943,-0.587425,-0.706562,-1.04429,-0.492769,0.264666,-0.268047,0.24399,1.84208
-509.599,0.999653,0.0587252,5,63,0,514.42,0.805165,0.774506,-0.832521,-0.540481,-0.967405,-0.537327,0.300991,-0.196611,0.212657,1.80917
-513.241,0.997229,0.0587252,5,63,0,516.22,0.51163,0.783036,-0.868177,-0.758764,-0.67196,-0.0398714,0.247476,-0.169282,0.300671,1.74462
-509.917,0.97894,0.0587252,5,31,0,517.022,0.623301,0.765904,-0.958814,-0.255227,-0.634789,-0.219303,0.30388,-0.182825,0.243964,1.84725
-511.269,0.9737,0.0587252,6,63,0,513.47,1.91792,0.804404,-1.46019,-0.754702,-1.03166,-0.743563,0.18357,-0.0582859,0.148073,1.73046
-514.305,0.999578,0.0587252,6,63,0,518.148,0.74193,0.776879,-0.680596,-0.574858,-1.00424,-0.844688,0.105682,-0.267583,0.429977,1.71537
-512.825,0.99496,0.0587252,6,63,0,518.35,0.940476,0.817479,-0.771745,-0.71334,-1.04844,-0.622818,0.0982718,-0.311066,0.388206,1.71535
-516.88,0.971966,0.0587252,6,63,0,520.196,-0.0334716,0.878821,-1.27328,-0.490188,-0.821162,-0.909175,0.504544,0.215904,0.0746146,1.88264
-514.82,0.986283,0.0587252,6,63,0,523.192,-0.232416,0.805104,-1.17415,-0.710976,-0.876343,-0.491483,0.360797,0.47358,0.226391,1.80424
-516.513,0.84807,0.0587252,6,63,0,519.914,0.729817,0.825948,-0.785735,-0.392025,-0.678978,-0.658864,0.126034,-0.484621,0.354879,1.7847
-512.655,0.999392,0.0587252,6,63,0,519.592,0.493485,0.818537,-1.34695,-0.636157,-0.789757,-0.228239,0.28324,0.225939,0.246439,1.83284
-513,0.999944,0.0587252,6,63,0,519.336,0.247247,0.875999,-1.27147,-0.0755675,-0.330398,-0.145185,0.365962,0.0383956,0.0976161,1.84941
-512.93,0.986148,0.0587252,6,63,0,516.676,0.650446,0.719012,-1.20306,-0.0248628,-0.228268,-0.0612007,0.369194,0.0581432,0.0671739,1.78097
-511.072,0.99724,0.0587252,6,63,0,517.844,-0.575612,0.792046,-0.786109,-0.24387,-0.574718,-0.221429,0.387687,-0.0356572,0.315374,1.78589
